FID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GISJOIN,Shape_Leng,Shape_Area,GISJOIN_1,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME,BTTRA,BTBGA,AHZTE001,AHZTE002,AHZTE003,AHZTE004,AHZTE005,AHZTE006,AHZTE007,AHZTE008,AHZTE009,AHZTE010,AHZTE011,AHZTE012,AHZTE013,AH04E001,AH04E002,AH04E003,AH04E004,AH04E005,AH04E006,AH04E007,AH04E008,AH04E009,AH04E010,AH04E011,AH04E012,AH04E013,AH04E014,AH04E015,AH04E016,AH04E017,AH04E018,AH04E019,AH04E020,AH04E021,AH04E022,AH04E023,AH04E024,AH04E025,AH1PE001,AH3PE001,AH3PE002,AH3PE003,AH3PE004,AH3PE005,AH3PE006,AH3PE007,Per_Les_30,Per_Les_20,Per_Les_10,Per_Les_15
183,26,163,507800,1,2.61635E+11,Block Group 1,G5030,S,801739,0,42.4216399,-83.0964252,G26016305078001,3778.157769,801737.5643,G26016305078001,2013-2017, , ,Michigan,26,Wayne County,163, , ,507800,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5078, Wayne County, Michigan", , ,122,0,30,0,67,0,0,25,0,0,0,0,0,246,5,0,0,0,0,0,0,0,0,0,3,4,20,38,3,75,30,0,39,29,0,0,0,0,35850,348,174,174,128,46,0,174,79.50819672,79.50819672,24.59016393,24.59016393
184,26,163,507800,2,2.61635E+11,Block Group 2,G5030,S,468827,0,42.429098,-83.0980867,G26016305078002,3004.955898,468827.0888,G26016305078002,2013-2017, , ,Michigan,26,Wayne County,163, , ,507800,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5078, Wayne County, Michigan", , ,21,0,0,0,16,0,0,1,0,0,4,0,0,68,1,0,0,0,4,0,0,0,0,0,0,0,1,0,27,29,4,0,1,0,0,0,0,1,0,99,79,79,48,31,0,20,76.19047619,76.19047619,0,0
185,26,163,507900,1,2.61635E+11,Block Group 1,G5030,S,343557,0,42.4306383,-83.1081465,G26016305079001,2657.657543,343558.2542,G26016305079001,2013-2017, , ,Michigan,26,Wayne County,163, , ,507900,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5079, Wayne County, Michigan", , ,139,0,50,14,16,36,6,0,5,0,6,0,6,219,0,0,0,0,0,0,0,0,0,0,0,1,25,15,0,97,1,0,49,30,1,0,0,0,14375,246,197,197,143,54,0,49,87.76978417,57.55395683,35.97122302,46.04316547
186,26,163,507900,2,2.61635E+11,Block Group 2,G5030,S,266433,0,42.4209575,-83.1045141,G26016305079002,2098.93709,266433.4952,G26016305079002,2013-2017, , ,Michigan,26,Wayne County,163, , ,507900,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5079, Wayne County, Michigan", , ,147,10,4,14,29,8,0,38,0,20,18,0,6,193,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,53,0,6,45,22,32,16,0,0,49167,223,170,170,152,18,0,53,44.21768707,38.7755102,9.523809524,19.04761905
187,26,163,507900,3,2.61635E+11,Block Group 3,G5030,S,196957,0,42.4279152,-83.1071477,G26016305079003,2127.878814,196957.2182,G26016305079003,2013-2017, , ,Michigan,26,Wayne County,163, , ,507900,3, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5079, Wayne County, Michigan", , ,200,0,0,16,72,46,15,43,0,0,0,0,8,345,6,0,0,0,0,0,0,0,5,0,10,0,10,30,0,81,26,13,87,4,28,28,12,5,61607,429,270,270,215,55,0,159,74.5,44,0,8
188,26,163,507900,4,2.61635E+11,Block Group 4,G5030,S,253907,0,42.4251615,-83.106287,G26016305079004,2173.346895,253908.5617,G26016305079004,2013-2017, , ,Michigan,26,Wayne County,163, , ,507900,4, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5079, Wayne County, Michigan", , ,58,19,0,0,6,21,0,6,0,0,0,6,0,211,0,0,0,0,0,0,0,0,0,0,0,0,67,6,7,55,18,4,25,0,24,5,0,0,25402,233,104,104,70,34,0,129,79.31034483,43.10344828,32.75862069,32.75862069
189,26,163,508000,1,2.61635E+11,Block Group 1,G5030,S,534773,0,42.4342583,-83.1093932,G26016305080001,3468.039178,534771.6756,G26016305080001,2013-2017, , ,Michigan,26,Wayne County,163, , ,508000,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5080, Wayne County, Michigan", , ,62,0,0,5,8,19,11,13,0,6,0,0,0,168,4,0,0,0,0,0,0,0,0,0,0,8,12,17,0,60,0,22,17,22,6,0,0,0,0,219,128,128,62,66,0,91,69.35483871,20.96774194,0,8.064516129
190,26,163,508000,2,2.61635E+11,Block Group 2,G5030,S,1246133,0,42.4413496,-83.1149245,G26016305080002,5014.492866,1246133.049,G26016305080002,2013-2017, , ,Michigan,26,Wayne County,163, , ,508000,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5080, Wayne County, Michigan", , ,253,0,43,22,31,53,38,52,0,0,14,0,0,557,28,0,0,0,0,0,0,0,5,0,14,6,61,93,21,181,33,0,91,9,7,8,0,0,12866,711,343,343,271,72,0,368,73.91304348,37.94466403,16.99604743,25.6916996
191,26,163,508100,1,2.61635E+11,Block Group 1,G5030,S,682984,0,42.4385985,-83.1029032,G26016305081001,5401.641533,682985.6119,G26016305081001,2013-2017, , ,Michigan,26,Wayne County,163, , ,508100,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5081, Wayne County, Michigan", , ,108,0,0,71,0,29,0,3,0,0,5,0,0,303,0,0,0,0,0,0,0,0,0,0,0,0,12,7,39,117,12,12,53,6,5,25,15,0,18550,365,145,145,108,37,0,220,92.59259259,65.74074074,0,65.74074074
192,26,163,508100,2,2.61635E+11,Block Group 2,G5030,S,246411,0,42.4416409,-83.0995838,G26016305081002,2331.046305,246412.5668,G26016305081002,2013-2017, , ,Michigan,26,Wayne County,163, , ,508100,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5081, Wayne County, Michigan", , ,70,0,0,0,13,4,0,19,0,0,20,14,0,108,0,0,0,0,0,0,0,0,0,0,0,9,7,0,11,17,6,21,10,4,23,0,0,0,38250,121,106,106,82,24,0,15,24.28571429,18.57142857,0,0
193,26,163,508100,3,2.61635E+11,Block Group 3,G5030,S,273348,0,42.4457353,-83.1054041,G26016305081003,2498.710393,273347.4019,G26016305081003,2013-2017, , ,Michigan,26,Wayne County,163, , ,508100,3, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5081, Wayne County, Michigan", , ,35,0,0,7,0,11,10,0,7,0,0,0,0,126,2,0,0,0,0,0,0,0,0,0,0,0,9,11,7,37,1,0,5,20,34,0,0,0,0,135,76,76,36,40,0,59,80,20,0,20
194,26,163,508100,4,2.61635E+11,Block Group 4,G5030,S,190967,0,42.4445976,-83.0972891,G26016305081004,1772.80968,190967.755,G26016305081004,2013-2017, , ,Michigan,26,Wayne County,163, , ,508100,4, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5081, Wayne County, Michigan", , ,11,0,0,0,11,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,12,18,26,57,0,10,14,0,0,0,0,0,2499,137,11,11,11,0,0,126,100,100,0,0
195,26,163,508100,5,2.61635E+11,Block Group 5,G5030,S,180609,0,42.4373124,-83.0971986,G26016305081005,1759.306805,180607.9417,G26016305081005,2013-2017, , ,Michigan,26,Wayne County,163, , ,508100,5, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 5, Census Tract 5081, Wayne County, Michigan", , ,25,0,0,8,0,0,0,17,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,5,18,19,0,31,13,8,15,0,0,0,0,0,0,109,42,42,34,8,0,67,32,32,0,32
196,26,163,510400,1,2.61635E+11,Block Group 1,G5030,S,353803,0,42.4164333,-83.0670037,G26016305104001,2469.337323,353799.5682,G26016305104001,2013-2017, , ,Michigan,26,Wayne County,163, , ,510400,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5104, Wayne County, Michigan", , ,63,0,0,10,14,0,0,25,0,0,14,0,0,144,0,0,0,0,0,0,0,7,0,0,0,15,6,25,5,23,0,25,38,0,0,0,0,0,31875,179,125,125,63,62,0,54,38.0952381,38.0952381,0,15.87301587
197,26,163,510400,2,2.61635E+11,Block Group 2,G5030,S,899827,26408,42.4137927,-83.0809171,G26016305104002,4197.468877,926237.2945,G26016305104002,2013-2017, , ,Michigan,26,Wayne County,163, , ,510400,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5104, Wayne County, Michigan", , ,19,0,0,0,0,7,12,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,12,0,0,2,16,0,0,0,0,0,65,51,51,19,32,0,14,100,0,0,0
198,26,163,510400,3,2.61635E+11,Block Group 3,G5030,S,325406,0,42.4153404,-83.0732583,G26016305104003,2536.264033,325408.2285,G26016305104003,2013-2017, , ,Michigan,26,Wayne County,163, , ,510400,3, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5104, Wayne County, Michigan", , ,46,0,0,0,2,0,19,18,0,0,7,0,0,256,5,0,0,0,0,0,0,0,0,4,0,0,26,66,13,93,4,13,19,13,0,0,0,0,32574,291,118,118,46,72,0,173,45.65217391,4.347826087,0,0
199,26,163,510500,1,2.61635E+11,Block Group 1,G5030,S,637951,0,42.4065334,-83.074311,G26016305105001,3312.163013,637954.7873,G26016305105001,2013-2017, , ,Michigan,26,Wayne County,163, , ,510500,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5105, Wayne County, Michigan", , ,128,0,0,0,34,7,12,9,0,0,0,24,42,333,0,0,0,0,0,0,0,0,0,0,0,0,11,42,0,41,19,12,149,28,0,0,31,0,23177,380,167,167,136,31,0,213,41.40625,26.5625,0,0
200,26,163,510500,2,2.61635E+11,Block Group 2,G5030,S,188633,0,42.4093521,-83.0616288,G26016305105002,2272.761421,188633.1014,G26016305105002,2013-2017, , ,Michigan,26,Wayne County,163, , ,510500,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5105, Wayne County, Michigan", , ,356,5,5,3,59,39,17,125,0,0,52,22,29,995,0,0,0,0,10,12,0,81,10,33,61,24,179,11,0,291,14,70,139,3,32,11,0,14,23750,1299,405,405,365,40,0,894,35.95505618,20.2247191,2.808988764,3.651685393
201,26,163,510500,3,2.61635E+11,Block Group 3,G5030,S,396280,0,42.4096832,-83.0673113,G26016305105003,2800.52661,396277.7368,G26016305105003,2013-2017, , ,Michigan,26,Wayne County,163, , ,510500,3, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5105, Wayne County, Michigan", , ,159,0,72,0,0,14,0,66,0,7,0,0,0,217,24,0,0,0,0,0,0,0,0,0,0,0,42,12,0,139,0,0,0,0,0,0,0,0,36815,359,191,191,159,32,0,168,54.08805031,45.28301887,45.28301887,45.28301887
202,26,163,510500,4,2.61635E+11,Block Group 4,G5030,S,214086,0,42.4125415,-83.0621179,G26016305105004,1927.576037,214085.8884,G26016305105004,2013-2017, , ,Michigan,26,Wayne County,163, , ,510500,4, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5105, Wayne County, Michigan", , ,421,0,0,13,37,70,0,217,39,27,8,10,0,1065,18,0,11,0,0,0,9,152,51,29,12,0,64,55,6,153,66,50,187,22,100,33,47,0,27083,1342,569,569,451,118,0,773,28.50356295,11.87648456,0,3.087885986
203,26,163,510600,1,2.61635E+11,Block Group 1,G5030,S,783379,0,42.4066888,-83.0424092,G26016305106001,4705.311736,783378.2096,G26016305106001,2013-2017, , ,Michigan,26,Wayne County,163, , ,510600,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5106, Wayne County, Michigan", , ,150,0,19,17,26,0,14,22,0,0,32,0,20,378,6,0,0,0,0,0,26,0,0,0,0,0,34,25,0,75,0,54,100,17,19,22,0,0,0,483,216,216,150,66,0,267,50.66666667,41.33333333,12.66666667,24
204,26,163,510600,2,2.61635E+11,Block Group 2,G5030,S,314184,0,42.4066768,-83.0515765,G26016305106002,2344.656495,314183.2432,G26016305106002,2013-2017, , ,Michigan,26,Wayne County,163, , ,510600,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5106, Wayne County, Michigan", , ,720,0,19,127,71,303,35,67,11,0,36,51,0,1340,43,0,0,0,0,0,0,8,0,0,117,47,11,6,208,309,16,0,153,0,381,25,16,0,24338,1605,855,855,771,84,0,750,77.08333333,30.13888889,2.638888889,20.27777778
205,26,163,510600,3,2.61635E+11,Block Group 3,G5030,S,283804,0,42.410195,-83.0524015,G26016305106003,2422.654852,283805.1773,G26016305106003,2013-2017, , ,Michigan,26,Wayne County,163, , ,510600,3, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5106, Wayne County, Michigan", , ,747,0,34,92,175,128,55,208,0,0,38,0,17,1228,39,0,0,0,0,0,0,143,0,37,0,12,93,34,30,417,29,53,200,49,92,0,0,0,40722,1408,873,873,766,107,0,535,64.79250335,40.29451138,4.551539491,16.86746988
206,26,163,510700,1,2.61635E+11,Block Group 1,G5030,S,301649,0,42.3966431,-83.0396903,G26016305107001,2508.67798,301647.7557,G26016305107001,2013-2017, , ,Michigan,26,Wayne County,163, , ,510700,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5107, Wayne County, Michigan", , ,214,0,6,21,10,60,31,55,9,0,22,0,0,404,5,0,0,0,0,0,0,0,0,0,0,6,24,13,39,124,47,37,76,24,0,9,0,0,15897,452,315,315,214,101,0,137,59.81308411,17.28971963,2.803738318,12.61682243
207,26,163,510700,2,2.61635E+11,Block Group 2,G5030,S,265510,0,42.3902412,-83.0400904,G26016305107002,2354.424736,265509.868,G26016305107002,2013-2017, , ,Michigan,26,Wayne County,163, , ,510700,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5107, Wayne County, Michigan", , ,277,0,40,42,74,80,2,39,0,0,0,0,0,544,128,0,0,0,0,0,5,30,12,7,16,8,15,53,11,145,8,6,51,18,24,7,0,0,17158,747,319,319,292,27,0,428,85.92057762,56.31768953,14.44043321,29.60288809
208,26,163,511000,1,2.61635E+11,Block Group 1,G5030,S,624900,0,42.3905117,-83.0279439,G26016305110001,4539.258373,624899.8687,G26016305110001,2013-2017, , ,Michigan,26,Wayne County,163, , ,511000,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5110, Wayne County, Michigan", , ,34,0,0,15,7,5,0,7,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,20,0,19,0,13,0,54,4,0,13,7,2,6,0,0,0,152,67,67,39,28,0,85,79.41176471,64.70588235,0,44.11764706
209,26,163,511000,2,2.61635E+11,Block Group 2,G5030,S,2086544,0,42.399905,-83.0270858,G26016305110002,9070.535374,2086541.898,G26016305110002,2013-2017, , ,Michigan,26,Wayne County,163, , ,511000,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5110, Wayne County, Michigan", , ,90,0,0,8,30,31,0,0,0,0,0,21,0,246,0,0,0,0,0,9,0,0,13,0,0,0,0,34,26,76,18,5,23,21,0,21,0,0,0,286,144,144,90,54,0,142,76.66666667,42.22222222,0,8.888888889
210,26,163,511000,3,2.61635E+11,Block Group 3,G5030,S,1440969,0,42.4095854,-83.0282811,G26016305110003,5156.301439,1440970.358,G26016305110003,2013-2017, , ,Michigan,26,Wayne County,163, , ,511000,3, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5110, Wayne County, Michigan", , ,61,0,0,15,0,18,0,19,0,0,5,4,0,496,4,0,0,0,0,0,0,0,6,12,0,13,0,42,39,106,125,33,81,15,0,20,0,0,18493,543,216,216,61,155,0,327,54.09836066,24.59016393,0,24.59016393
211,26,163,511000,4,2.61635E+11,Block Group 4,G5030,S,903637,0,42.3861825,-83.0325256,G26016305110004,3907.77155,903637.6476,G26016305110004,2013-2017, , ,Michigan,26,Wayne County,163, , ,511000,4, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5110, Wayne County, Michigan", , ,198,0,0,37,59,76,5,21,0,0,0,0,0,390,0,0,3,0,0,0,0,0,0,6,14,5,0,34,20,71,12,36,120,30,20,10,0,9,18417,458,241,241,198,43,0,217,89.39393939,48.48484848,0,18.68686869
212,26,163,511200,1,2.61635E+11,Block Group 1,G5030,S,1174173,0,42.3756536,-83.0650167,G26016305112001,5511.013061,1174171.065,G26016305112001,2013-2017, , ,Michigan,26,Wayne County,163, , ,511200,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5112, Wayne County, Michigan", , ,293,8,32,22,46,43,49,71,17,0,0,5,0,754,19,0,0,0,0,0,0,0,0,0,0,10,30,37,24,215,76,23,182,31,57,50,0,0,17297,912,419,419,317,102,0,493,68.25938567,36.86006826,13.65187713,21.16040956
213,26,163,511200,2,2.61635E+11,Block Group 2,G5030,S,168466,0,42.381487,-83.0716199,G26016305112002,1745.516567,168466.0517,G26016305112002,2013-2017, , ,Michigan,26,Wayne County,163, , ,511200,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5112, Wayne County, Michigan", , ,72,0,0,30,15,9,0,0,0,0,0,18,0,164,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,59,18,50,14,17,0,0,0,0,48167,185,116,116,77,39,0,69,75,62.5,0,41.66666667
214,26,163,511300,1,2.61635E+11,Block Group 1,G5030,S,316673,0,42.4154923,-83.0470776,G26016305113001,2436.15509,316673.4772,G26016305113001,2013-2017, , ,Michigan,26,Wayne County,163, , ,511300,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5113, Wayne County, Michigan", , ,188,0,6,36,25,57,0,11,0,8,8,37,0,657,44,0,0,0,0,0,0,0,0,0,26,12,63,68,22,125,55,31,130,38,31,0,6,6,20729,856,326,326,209,117,0,530,65.95744681,35.63829787,3.191489362,22.34042553
215,26,163,511300,2,2.61635E+11,Block Group 2,G5030,S,422183,0,42.4155024,-83.0414342,G26016305113002,2657.534543,422182.2409,G26016305113002,2013-2017, , ,Michigan,26,Wayne County,163, , ,511300,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5113, Wayne County, Michigan", , ,136,0,6,9,0,34,0,38,0,0,14,17,18,324,0,0,0,0,0,0,0,0,0,6,21,0,0,11,9,120,6,26,62,32,16,15,0,0,23333,376,194,194,147,47,0,182,36.02941176,11.02941176,4.411764706,11.02941176
216,26,163,511300,3,2.61635E+11,Block Group 3,G5030,S,775028,0,42.4153993,-83.0554077,G26016305113003,3775.405725,775028.8415,G26016305113003,2013-2017, , ,Michigan,26,Wayne County,163, , ,511300,3, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5113, Wayne County, Michigan", , ,130,0,12,18,11,28,0,33,0,0,22,6,0,282,0,0,0,0,0,0,0,0,0,0,12,0,24,34,8,65,27,0,70,31,11,0,0,0,33375,336,162,162,148,14,0,174,53.07692308,31.53846154,9.230769231,23.07692308
217,26,163,511400,1,2.61635E+11,Block Group 1,G5030,S,715928,0,42.392251,-83.0734381,G26016305114001,3897.878988,715929.4393,G26016305114001,2013-2017, , ,Michigan,26,Wayne County,163, , ,511400,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5114, Wayne County, Michigan", , ,165,0,14,0,58,34,34,25,0,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,49,18,88,0,8,30,36,22,0,0,0,34769,344,253,253,181,72,0,91,84.84848485,43.63636364,8.484848485,8.484848485
218,26,163,511400,2,2.61635E+11,Block Group 2,G5030,S,413038,0,42.3876675,-83.0831222,G26016305114002,3542.867597,413037.7389,G26016305114002,2013-2017, , ,Michigan,26,Wayne County,163, , ,511400,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5114, Wayne County, Michigan", , ,89,0,0,9,42,0,0,14,0,0,0,24,0,489,13,0,0,0,0,0,0,0,5,15,0,5,15,11,38,74,123,32,139,0,10,9,0,0,11144,539,188,188,89,99,0,351,57.30337079,57.30337079,0,10.11235955
219,26,163,511400,3,2.61635E+11,Block Group 3,G5030,S,189510,0,42.393943,-83.0817738,G26016305114003,1789.274823,189509.744,G26016305114003,2013-2017, , ,Michigan,26,Wayne County,163, , ,511400,3, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5114, Wayne County, Michigan", , ,22,0,0,4,0,8,0,0,0,0,0,0,10,120,0,0,0,0,0,0,0,0,0,0,0,9,22,40,0,14,0,8,21,6,0,0,0,0,27708,120,32,32,22,10,0,88,54.54545455,18.18181818,0,18.18181818
220,26,163,511400,4,2.61635E+11,Block Group 4,G5030,S,181600,0,42.3912221,-83.0798865,G26016305114004,1757.810596,181600.3713,G26016305114004,2013-2017, , ,Michigan,26,Wayne County,163, , ,511400,4, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5114, Wayne County, Michigan", , ,86,0,10,0,60,0,0,0,0,0,0,0,16,315,0,0,0,0,0,0,0,0,8,0,0,8,18,0,16,50,61,0,55,11,75,13,0,0,61250,339,129,129,104,25,0,210,81.39534884,81.39534884,11.62790698,11.62790698
221,26,163,511400,5,2.61635E+11,Block Group 5,G5030,S,445910,0,42.3866051,-83.0768128,G26016305114005,2721.07217,445909.355,G26016305114005,2013-2017, , ,Michigan,26,Wayne County,163, , ,511400,5, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 5, Census Tract 5114, Wayne County, Michigan", , ,286,0,14,21,31,87,19,0,0,0,70,26,18,540,19,0,0,0,0,0,0,0,0,0,0,0,40,38,42,112,27,33,80,28,54,67,0,0,0,629,359,359,286,73,0,270,60.13986014,23.07692308,4.895104895,12.23776224
222,26,163,511900,1,2.61635E+11,Block Group 1,G5030,S,791047,0,42.3708072,-83.0700671,G26016305119001,4033.48375,791049.545,G26016305119001,2013-2017, , ,Michigan,26,Wayne County,163, , ,511900,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5119, Wayne County, Michigan", , ,373,14,36,101,102,37,27,32,0,0,19,5,0,717,9,0,0,0,0,0,0,0,0,0,0,16,54,0,51,186,61,42,115,83,60,12,23,5,13162,856,492,492,377,115,0,364,84.98659517,67.82841823,13.40482574,40.48257373
223,26,163,511900,2,2.61635E+11,Block Group 2,G5030,S,361632,0,42.379467,-83.0758504,G26016305119002,2423.155017,361632.928,G26016305119002,2013-2017, , ,Michigan,26,Wayne County,163, , ,511900,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5119, Wayne County, Michigan", , ,224,5,33,51,27,51,0,24,0,0,23,4,6,467,0,0,0,0,0,0,0,0,19,4,0,41,6,17,5,99,37,15,121,22,61,20,0,0,33000,588,326,326,224,102,0,262,74.55357143,51.78571429,16.96428571,39.73214286
224,26,163,512100,1,2.61635E+11,Block Group 1,G5030,S,177586,0,42.3969142,-82.9632648,G26016305121001,1798.279695,177586.2472,G26016305121001,2013-2017, , ,Michigan,26,Wayne County,163, , ,512100,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5121, Wayne County, Michigan", , ,127,0,0,0,0,42,0,0,0,15,56,14,0,316,0,0,0,0,0,0,0,0,0,0,7,0,0,89,0,110,81,8,14,0,7,0,0,0,0,473,295,295,127,168,0,178,33.07086614,0,0,0
225,26,163,512100,2,2.61635E+11,Block Group 2,G5030,S,282682,0,42.4003641,-82.9683996,G26016305121002,2910.685618,282680.9269,G26016305121002,2013-2017, , ,Michigan,26,Wayne County,163, , ,512100,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5121, Wayne County, Michigan", , ,240,0,0,0,35,25,0,180,0,0,0,0,0,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,165,17,11,133,0,14,0,9,0,22188,464,262,262,240,22,0,202,25,14.58333333,0,0
226,26,163,512100,3,2.61635E+11,Block Group 3,G5030,S,212550,0,42.3955736,-82.9667813,G26016305121003,1932.054,212549.9183,G26016305121003,2013-2017, , ,Michigan,26,Wayne County,163, , ,512100,3, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5121, Wayne County, Michigan", , ,251,0,0,26,22,37,0,72,0,0,25,27,42,475,15,0,0,0,0,0,0,0,0,0,0,7,0,50,0,83,62,41,149,52,0,16,0,0,41797,555,262,262,251,11,0,293,33.86454183,19.12350598,0,10.35856574
227,26,163,512100,4,2.61635E+11,Block Group 4,G5030,S,231619,0,42.4024107,-82.9624322,G26016305121004,2200.990238,231619.7351,G26016305121004,2013-2017, , ,Michigan,26,Wayne County,163, , ,512100,4, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5121, Wayne County, Michigan", , ,103,0,0,0,7,0,0,15,0,17,16,0,48,252,5,0,0,0,0,0,0,0,0,0,0,0,31,0,0,79,0,32,50,24,24,7,0,0,0,291,177,177,103,74,0,114,6.796116505,6.796116505,0,0
228,26,163,512100,5,2.61635E+11,Block Group 5,G5030,S,289757,0,42.39837,-82.9589519,G26016305121005,2182.369021,289756.7667,G26016305121005,2013-2017, , ,Michigan,26,Wayne County,163, , ,512100,5, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 5, Census Tract 5121, Wayne County, Michigan", , ,181,0,0,29,21,30,0,11,24,0,33,9,24,318,0,0,0,0,0,0,0,0,24,0,0,8,0,35,0,123,21,0,48,17,7,35,0,0,25763,394,214,214,181,33,0,180,44.19889503,27.62430939,0,16.02209945
229,26,163,512200,1,2.61635E+11,Block Group 1,G5030,S,608257,0,42.3930578,-82.9743404,G26016305122001,3369.711498,608256.5125,G26016305122001,2013-2017, , ,Michigan,26,Wayne County,163, , ,512200,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5122, Wayne County, Michigan", , ,224,0,11,4,42,23,4,25,0,10,14,58,33,408,5,0,0,0,0,0,0,0,0,0,0,21,26,54,23,72,89,13,89,4,12,0,0,0,9629,609,366,366,224,142,0,243,37.5,25.44642857,4.910714286,6.696428571
230,26,163,512200,2,2.61635E+11,Block Group 2,G5030,S,725701,0,42.3972156,-82.9789507,G26016305122002,3629.443495,725700.3797,G26016305122002,2013-2017, , ,Michigan,26,Wayne County,163, , ,512200,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5122, Wayne County, Michigan", , ,74,0,6,0,0,8,0,4,12,0,0,16,28,204,0,0,0,0,0,0,0,0,0,0,0,16,0,4,12,59,21,4,29,30,29,0,0,0,18958,216,154,154,74,80,0,62,18.91891892,8.108108108,8.108108108,8.108108108
