GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME,BTTRA,BTBGA,AHZTE001,AHZTE002,AHZTE003,AHZTE004,AHZTE005,AHZTE006,AHZTE007,AHZTE008,AHZTE009,AHZTE010,AHZTE011,AHZTE012,AHZTE013,AH04E001,AH04E002,AH04E003,AH04E004,AH04E005,AH04E006,AH04E007,AH04E008,AH04E009,AH04E010,AH04E011,AH04E012,AH04E013,AH04E014,AH04E015,AH04E016,AH04E017,AH04E018,AH04E019,AH04E020,AH04E021,AH04E022,AH04E023,AH04E024,AH04E025,AH1PE001,AH3PE001,AH3PE002,AH3PE003,AH3PE004,AH3PE005,AH3PE006,AH3PE007
G26007700033024,2013-2017,,,Michigan,26,Kalamazoo County,77,,,3302,4,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 33.02, Kalamazoo County, Michigan",,,693,0,67,119,132,160,67,71,17,36,0,24,0,947,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,252,89,77,133,187,108,77,0,0,70765,1150,694,694,694,0,0,456
G26007700034001,2013-2017,,,Michigan,26,Kalamazoo County,77,,,3400,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 34, Kalamazoo County, Michigan",,,686,19,22,68,114,166,122,96,19,23,23,8,6,1135,10,0,0,0,0,0,0,0,0,0,10,0,11,0,8,347,24,141,207,126,214,34,3,0,61667,1278,747,747,711,36,0,531
G26007700034002,2013-2017,,,Michigan,26,Kalamazoo County,77,,,3400,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 34, Kalamazoo County, Michigan",,,565,5,21,23,38,134,120,97,27,42,23,19,16,725,12,0,0,0,0,0,0,0,0,0,0,4,4,0,9,285,21,35,109,105,91,37,13,0,77875,863,639,639,609,30,0,224
G26007700034003,2013-2017,,,Michigan,26,Kalamazoo County,77,,,3400,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 34, Kalamazoo County, Michigan",,,495,11,6,34,72,79,97,106,19,47,6,5,13,774,0,0,0,0,0,0,0,0,1,8,0,7,8,4,6,274,19,89,201,70,75,9,3,0,53819,893,583,583,549,34,0,310
G26007700035001,2013-2017,,,Michigan,26,Kalamazoo County,77,,,3500,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 35, Kalamazoo County, Michigan",,,648,0,45,243,211,6,35,41,0,29,24,14,0,811,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,50,0,16,91,64,406,121,12,32,98854,983,667,667,667,0,0,316
G26007700035002,2013-2017,,,Michigan,26,Kalamazoo County,77,,,3500,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 35, Kalamazoo County, Michigan",,,485,0,70,148,97,57,17,52,9,14,0,7,14,581,23,0,0,0,0,0,0,0,0,0,0,14,19,0,0,156,19,22,144,80,78,10,0,16,45455,731,524,524,485,39,0,207
G26007700035003,2013-2017,,,Michigan,26,Kalamazoo County,77,,,3500,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 35, Kalamazoo County, Michigan",,,260,0,8,59,91,36,0,29,0,7,20,10,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,119,22,21,35,28,42,0,0,0,34821,345,260,260,260,0,0,85
G26007700035004,2013-2017,,,Michigan,26,Kalamazoo County,77,,,3500,4,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 35, Kalamazoo County, Michigan",,,309,0,46,89,56,36,26,49,0,7,0,0,0,510,0,0,0,0,0,0,0,0,0,0,0,0,14,11,0,51,21,26,88,28,177,94,0,0,60781,567,354,354,336,18,0,213
G26007700035005,2013-2017,,,Michigan,26,Kalamazoo County,77,,,3500,5,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 35, Kalamazoo County, Michigan",,,502,32,89,57,143,65,43,9,0,7,15,42,0,747,0,0,0,0,0,0,0,0,0,0,0,11,0,10,20,209,38,61,121,26,193,40,18,0,62685,803,549,549,526,23,0,254
G26007700055011,2013-2017,,,Michigan,26,Kalamazoo County,77,,,5501,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 55.01, Kalamazoo County, Michigan",,,337,0,53,26,76,82,39,0,0,0,35,0,26,461,11,0,0,0,0,0,0,0,13,0,0,12,0,10,10,89,72,39,51,61,34,59,0,0,35300,542,345,345,337,8,0,197
G26007700055012,2013-2017,,,Michigan,26,Kalamazoo County,77,,,5501,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 55.01, Kalamazoo County, Michigan",,,567,14,35,91,144,88,50,102,0,27,8,0,8,880,0,0,0,0,0,0,0,0,0,0,5,10,14,5,4,249,9,88,142,71,133,104,15,31,53542,1074,643,614,578,36,29,431
G26007700055013,2013-2017,,,Michigan,26,Kalamazoo County,77,,,5501,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 55.01, Kalamazoo County, Michigan",,,783,0,60,60,262,228,72,65,0,24,12,0,0,1199,21,0,0,0,0,0,0,0,0,0,9,10,20,57,8,375,25,131,197,74,172,100,0,0,50170,1454,875,875,801,74,0,579
G26007700055021,2013-2017,,,Michigan,26,Kalamazoo County,77,,,5502,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 55.02, Kalamazoo County, Michigan",,,548,49,52,30,56,116,29,59,111,46,0,0,0,566,12,0,0,0,0,0,0,0,0,0,0,0,15,0,0,131,29,83,199,15,68,14,0,0,41082,745,618,618,555,63,0,127
G26007700055022,2013-2017,,,Michigan,26,Kalamazoo County,77,,,5502,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 55.02, Kalamazoo County, Michigan",,,895,0,262,101,177,149,0,40,0,76,48,42,0,1113,15,0,0,0,0,20,0,0,0,0,0,4,21,0,17,204,0,116,213,64,376,63,0,0,54688,1394,1010,1010,895,115,0,384
G26007700055023,2013-2017,,,Michigan,26,Kalamazoo County,77,,,5502,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 55.02, Kalamazoo County, Michigan",,,634,73,88,26,177,119,72,33,0,0,46,0,0,1012,0,0,0,0,10,0,0,0,0,0,0,0,83,0,24,283,37,149,254,52,83,37,0,0,41639,1149,749,749,706,43,0,400
G26007700055024,2013-2017,,,Michigan,26,Kalamazoo County,77,,,5502,4,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 55.02, Kalamazoo County, Michigan",,,451,44,19,87,111,85,69,25,0,0,11,0,0,592,4,0,0,0,0,0,0,0,0,0,21,25,0,4,9,178,0,17,113,104,50,42,11,14,51818,824,475,475,463,12,0,349
G26007700061021,2013-2017,,,Michigan,26,Kalamazoo County,77,,,6102,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 61.02, Kalamazoo County, Michigan",,,380,32,65,23,67,75,42,39,0,3,23,7,4,439,0,0,0,0,0,0,0,0,0,0,0,0,11,8,3,157,22,42,67,52,67,10,0,0,45750,574,393,390,383,7,3,181
G26007700061022,2013-2017,,,Michigan,26,Kalamazoo County,77,,,6102,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 61.02, Kalamazoo County, Michigan",,,1066,14,130,102,259,217,79,98,17,24,93,26,7,1548,0,0,0,0,0,0,0,0,0,0,0,17,19,20,20,319,60,190,270,74,331,175,46,7,69444,1846,1146,1146,1116,30,0,700
G26007700061023,2013-2017,,,Michigan,26,Kalamazoo County,77,,,6102,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 61.02, Kalamazoo County, Michigan",,,321,49,41,46,72,34,38,17,4,9,11,0,0,397,0,0,0,0,0,0,0,0,0,0,0,3,6,4,7,104,0,20,71,76,80,26,0,0,45417,493,358,358,339,19,0,135
G26007700061031,2013-2017,,,Michigan,26,Kalamazoo County,77,,,6103,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 61.03, Kalamazoo County, Michigan",,,674,24,57,79,76,114,106,103,34,0,25,47,9,1052,0,0,0,0,0,0,0,0,0,0,8,19,0,4,11,224,23,99,175,99,228,137,8,17,83571,1146,746,746,707,39,0,400
G26007700061032,2013-2017,,,Michigan,26,Kalamazoo County,77,,,6103,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 61.03, Kalamazoo County, Michigan",,,998,10,127,145,194,152,143,85,49,33,23,26,11,1503,15,0,0,0,0,0,0,0,2,8,0,26,16,40,6,364,66,174,227,180,241,70,68,0,51622,1750,1124,1111,1063,48,13,626
G26007700061033,2013-2017,,,Michigan,26,Kalamazoo County,77,,,6103,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 61.03, Kalamazoo County, Michigan",,,551,8,78,26,42,148,143,50,0,30,15,6,5,839,16,0,0,0,0,0,0,0,0,0,5,0,11,0,23,253,16,92,141,87,80,73,12,30,52250,955,616,616,569,47,0,339
G26007700066011,2013-2017,,,Michigan,26,Kalamazoo County,77,,,6601,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 66.01, Kalamazoo County, Michigan",,,708,0,30,48,76,189,56,96,53,37,77,28,18,1002,14,0,0,0,0,0,0,0,0,0,0,0,8,10,0,321,8,75,177,121,186,74,8,0,85708,1163,737,737,718,19,0,426
G26007700066012,2013-2017,,,Michigan,26,Kalamazoo County,77,,,6601,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 66.01, Kalamazoo County, Michigan",,,724,10,42,84,167,199,15,110,22,23,26,18,8,953,15,0,0,0,0,0,0,0,0,0,0,1,0,8,17,144,18,84,154,40,314,100,33,25,65250,1129,775,767,740,27,8,354
G26007700066013,2013-2017,,,Michigan,26,Kalamazoo County,77,,,6601,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 66.01, Kalamazoo County, Michigan",,,585,35,32,94,91,92,33,113,37,5,37,0,16,986,7,0,0,0,0,0,0,0,0,0,29,0,0,8,21,376,47,75,158,102,86,69,0,8,65069,1086,658,658,623,35,0,428
G26007700067011,2013-2017,,,Michigan,26,Kalamazoo County,77,,,6701,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 67.01, Kalamazoo County, Michigan",,,377,5,24,50,105,84,45,30,2,0,19,6,7,600,5,0,0,0,0,0,0,0,0,0,10,2,10,0,2,155,12,76,106,73,97,45,3,4,48000,693,430,430,397,33,0,263
G26007700067012,2013-2017,,,Michigan,26,Kalamazoo County,77,,,6701,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 67.01, Kalamazoo County, Michigan",,,495,2,10,59,122,174,39,67,0,0,17,5,0,727,11,0,0,0,0,0,0,0,0,3,3,2,0,14,4,161,16,68,131,96,117,91,7,3,77679,820,528,525,506,19,3,292
G26007700067013,2013-2017,,,Michigan,26,Kalamazoo County,77,,,6701,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 67.01, Kalamazoo County, Michigan",,,297,23,36,52,46,58,24,46,0,8,0,4,0,459,4,0,0,0,0,0,0,4,0,2,3,16,11,30,17,177,41,57,53,26,7,11,0,0,26700,585,370,370,300,70,0,215
G26007700067021,2013-2017,,,Michigan,26,Kalamazoo County,77,,,6702,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 67.02, Kalamazoo County, Michigan",,,374,29,14,127,98,53,10,10,0,0,0,33,0,666,0,0,0,0,0,0,0,0,12,0,0,0,9,40,40,162,20,102,84,101,37,59,0,0,61755,749,501,501,459,42,0,248
G26007700067022,2013-2017,,,Michigan,26,Kalamazoo County,77,,,6702,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 67.02, Kalamazoo County, Michigan",,,692,0,59,122,243,197,0,0,0,0,0,71,0,929,0,0,0,0,0,0,0,0,0,0,12,0,14,10,18,104,0,115,208,133,236,79,0,0,64157,1069,798,798,753,45,0,271
G26007700067023,2013-2017,,,Michigan,26,Kalamazoo County,77,,,6702,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 67.02, Kalamazoo County, Michigan",,,1262,12,78,215,379,268,122,70,14,12,75,0,17,1712,15,0,0,0,0,0,0,0,0,0,3,26,20,13,0,391,4,217,218,46,386,274,29,70,85865,2113,1468,1468,1358,110,0,645
G26007700067024,2013-2017,,,Michigan,26,Kalamazoo County,77,,,6702,4,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 67.02, Kalamazoo County, Michigan",,,509,35,86,60,124,81,54,46,0,0,14,3,6,828,27,0,0,0,0,0,0,0,0,7,8,7,8,19,0,293,54,90,158,66,63,25,3,0,36848,1001,588,588,530,58,0,413
G26007909502001,2013-2017,,,Michigan,26,Kalkaska County,79,,,950200,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9502, Kalkaska County, Michigan",,,446,0,91,67,60,32,9,63,16,31,47,12,18,927,1,0,0,0,0,0,0,0,0,0,17,21,32,23,19,418,65,66,162,62,29,12,0,0,37981,1044,494,494,448,46,0,550
G26007909502002,2013-2017,,,Michigan,26,Kalkaska County,79,,,950200,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9502, Kalkaska County, Michigan",,,424,5,20,54,79,114,0,57,6,23,44,8,14,751,3,0,0,0,0,0,0,0,9,0,0,6,14,19,11,227,45,52,126,145,42,39,13,0,51477,832,509,509,461,48,0,323
G26007909502003,2013-2017,,,Michigan,26,Kalkaska County,79,,,950200,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9502, Kalkaska County, Michigan",,,346,13,5,10,25,76,32,52,5,27,56,33,12,769,9,0,0,0,0,0,0,0,0,0,7,4,40,28,26,265,29,69,63,107,77,34,8,3,34141,876,401,401,369,32,0,475
G26007909502004,2013-2017,,,Michigan,26,Kalkaska County,79,,,950200,4,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 9502, Kalkaska County, Michigan",,,528,21,26,15,73,130,34,108,14,27,46,21,13,924,18,0,0,0,0,0,0,6,0,0,0,3,15,44,17,304,49,81,114,120,100,36,0,17,52063,1037,592,592,553,39,0,445
G26007909503001,2013-2017,,,Michigan,26,Kalkaska County,79,,,950300,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9503, Kalkaska County, Michigan",,,659,69,187,75,36,96,38,37,10,32,40,0,39,987,4,0,0,0,0,0,0,0,0,0,0,32,47,12,6,431,25,51,193,69,91,11,6,9,45357,1105,715,715,677,38,0,390
G26007909503002,2013-2017,,,Michigan,26,Kalkaska County,79,,,950300,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9503, Kalkaska County, Michigan",,,406,71,132,51,31,18,4,38,5,13,29,14,0,722,7,0,0,0,0,0,0,0,0,7,16,25,11,16,7,309,51,47,97,28,98,3,0,0,38295,819,446,446,422,24,0,373
G26007909503003,2013-2017,,,Michigan,26,Kalkaska County,79,,,950300,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9503, Kalkaska County, Michigan",,,532,30,125,49,100,12,18,37,36,63,16,39,7,901,29,0,0,0,0,0,0,0,0,0,10,0,0,32,30,361,10,80,181,76,44,26,11,11,46506,1051,603,603,532,71,0,448
G26007909503004,2013-2017,,,Michigan,26,Kalkaska County,79,,,950300,4,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 9503, Kalkaska County, Michigan",,,519,9,27,90,94,13,14,64,15,81,58,54,0,769,22,0,0,0,0,0,0,0,0,0,15,4,12,41,11,334,32,86,68,80,45,19,0,0,51875,944,573,573,548,25,0,371
G26007909504001,2013-2017,,,Michigan,26,Kalkaska County,79,,,950400,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9504, Kalkaska County, Michigan",,,348,7,15,19,36,67,29,52,8,40,57,11,7,740,7,0,0,0,0,0,0,0,0,7,19,4,16,66,12,232,39,68,112,56,58,32,6,6,36667,823,429,429,372,57,0,394
G26007909504002,2013-2017,,,Michigan,26,Kalkaska County,79,,,950400,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9504, Kalkaska County, Michigan",,,670,0,35,33,71,88,34,88,34,109,128,31,19,1138,10,0,0,0,0,0,0,3,0,0,8,35,49,23,35,331,81,80,204,114,105,50,10,0,51208,1319,771,767,687,80,4,548
G26007909504003,2013-2017,,,Michigan,26,Kalkaska County,79,,,950400,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9504, Kalkaska County, Michigan",,,389,21,10,15,11,43,35,22,32,37,78,40,45,903,19,0,4,0,0,0,0,0,5,0,15,7,39,32,44,275,58,109,168,47,52,25,0,4,39688,1008,492,492,432,60,0,516
G26007909506011,2013-2017,,,Michigan,26,Kalkaska County,79,,,950601,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9506.01, Kalkaska County, Michigan",,,134,4,2,8,8,15,14,26,3,4,26,20,4,500,0,0,0,0,0,0,0,0,0,0,2,0,16,18,13,112,21,44,68,48,82,63,9,4,47083,510,160,160,154,6,0,350
G26007909506012,2013-2017,,,Michigan,26,Kalkaska County,79,,,950601,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9506.01, Kalkaska County, Michigan",,,241,5,7,21,25,47,14,16,6,13,49,22,16,496,3,0,0,0,0,5,0,0,0,4,15,9,27,15,10,189,27,46,52,52,18,16,4,4,39250,572,284,284,246,38,0,288
G26007909506013,2013-2017,,,Michigan,26,Kalkaska County,79,,,950601,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9506.01, Kalkaska County, Michigan",,,365,5,9,53,88,52,19,16,6,29,42,44,2,634,6,0,0,0,0,0,0,0,12,9,11,11,16,23,26,282,43,36,56,48,29,23,0,3,44783,691,411,411,384,27,0,280
G26007909506021,2013-2017,,,Michigan,26,Kalkaska County,79,,,950602,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9506.02, Kalkaska County, Michigan",,,291,13,33,39,41,41,3,28,9,17,24,31,12,723,13,0,8,0,0,0,0,0,0,0,8,11,20,26,20,215,27,52,115,81,71,44,7,5,43295,792,363,363,328,35,0,429
G26007909506022,2013-2017,,,Michigan,26,Kalkaska County,79,,,950602,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9506.02, Kalkaska County, Michigan",,,322,16,13,48,55,41,2,37,4,17,51,32,6,597,6,1,1,0,0,0,0,0,0,5,2,13,8,22,11,276,17,64,79,45,28,17,2,0,44063,707,393,392,355,37,1,314
G26008100001001,2013-2017,,,Michigan,26,Kent County,81,,,100,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1, Kent County, Michigan",,,768,5,127,189,150,187,30,41,11,0,6,11,11,1167,6,0,0,0,0,0,0,0,0,0,0,12,25,27,13,298,34,126,235,106,242,33,5,5,42601,1357,864,864,785,79,0,493
G26008100001002,2013-2017,,,Michigan,26,Kent County,81,,,100,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1, Kent County, Michigan",,,369,0,15,86,125,68,24,28,0,12,0,5,6,499,0,0,0,0,0,0,0,0,0,0,5,10,0,0,6,125,31,60,76,54,73,43,11,5,53750,580,389,389,369,20,0,191
G26008100002001,2013-2017,,,Michigan,26,Kent County,81,,,200,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2, Kent County, Michigan",,,356,0,26,86,89,95,34,12,0,0,2,12,0,547,1,0,0,0,0,0,0,0,0,0,6,1,0,0,14,188,18,29,65,60,129,24,6,6,53750,563,381,381,375,6,0,182
G26008100002002,2013-2017,,,Michigan,26,Kent County,81,,,200,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2, Kent County, Michigan",,,467,11,41,35,120,65,28,84,19,22,12,24,6,1474,15,0,0,14,0,0,0,0,0,12,10,36,45,41,25,457,84,115,250,103,239,28,0,0,55417,1537,566,566,508,58,0,971
G26008100003001,2013-2017,,,Michigan,26,Kent County,81,,,300,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 3, Kent County, Michigan",,,1124,0,63,113,372,334,78,147,0,17,0,0,0,1644,0,0,0,0,0,0,0,0,0,0,0,69,0,15,16,388,70,128,240,52,572,62,14,18,67279,1786,1286,1286,1207,79,0,500
G26008100003002,2013-2017,,,Michigan,26,Kent County,81,,,300,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 3, Kent County, Michigan",,,681,0,106,139,173,150,66,33,0,0,0,14,0,941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,75,87,190,150,208,140,30,15,91064,975,697,697,697,0,0,278
G26008100003003,2013-2017,,,Michigan,26,Kent County,81,,,300,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 3, Kent County, Michigan",,,775,0,136,30,290,195,23,53,0,20,20,0,8,1380,0,0,0,0,0,0,0,41,0,0,0,0,0,94,24,282,0,52,123,124,433,113,59,35,45450,1503,889,889,820,69,0,614
G26008100004001,2013-2017,,,Michigan,26,Kent County,81,,,400,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4, Kent County, Michigan",,,682,16,69,147,184,172,0,29,38,0,7,13,7,995,5,0,0,0,0,0,0,0,0,0,6,0,5,4,17,208,31,88,163,67,340,61,0,0,48409,1011,729,729,729,0,0,282
G26008100004002,2013-2017,,,Michigan,26,Kent County,81,,,400,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4, Kent County, Michigan",,,628,0,102,124,82,174,61,70,6,0,9,0,0,755,7,0,0,0,0,0,0,0,8,7,0,0,0,0,8,91,13,69,125,73,234,86,8,26,65529,799,680,680,659,21,0,119
G26008100004003,2013-2017,,,Michigan,26,Kent County,81,,,400,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4, Kent County, Michigan",,,383,0,47,51,133,59,29,29,15,0,20,0,0,507,0,0,0,0,0,0,0,0,0,0,0,0,29,9,0,150,15,14,69,69,113,39,0,0,49219,537,425,425,407,18,0,112
G26008100005001,2013-2017,,,Michigan,26,Kent County,81,,,500,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5, Kent County, Michigan",,,387,0,59,108,95,58,0,30,0,0,21,16,0,612,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,123,15,18,90,73,162,69,54,0,79342,646,436,436,417,19,0,210
G26008100005002,2013-2017,,,Michigan,26,Kent County,81,,,500,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5, Kent County, Michigan",,,355,0,49,66,111,61,18,27,8,15,0,0,0,552,12,0,0,0,0,0,0,0,0,0,0,9,0,7,0,106,15,17,64,59,166,90,7,0,,576,365,365,365,0,0,211
G26008100005003,2013-2017,,,Michigan,26,Kent County,81,,,500,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5, Kent County, Michigan",,,560,0,81,96,149,146,17,22,22,0,10,17,0,635,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,80,9,69,136,60,187,57,11,0,45000,834,654,654,634,20,0,180
G26008100005004,2013-2017,,,Michigan,26,Kent County,81,,,500,4,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5, Kent County, Michigan",,,674,29,67,137,147,123,61,89,9,0,12,0,0,971,0,0,0,0,0,0,0,0,0,0,0,0,10,6,10,158,20,49,166,162,270,98,22,0,56250,1062,753,753,724,29,0,309
G26008100006001,2013-2017,,,Michigan,26,Kent County,81,,,600,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6, Kent County, Michigan",,,1210,41,129,247,234,193,176,116,7,0,47,7,13,1884,8,0,0,0,0,0,0,0,0,0,0,0,23,36,11,256,73,165,285,128,503,318,25,53,81250,2146,1271,1271,1242,29,0,875
G26008100006002,2013-2017,,,Michigan,26,Kent County,81,,,600,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6, Kent County, Michigan",,,855,31,76,121,215,209,57,94,9,0,35,0,8,1374,0,0,0,0,0,0,0,0,0,0,0,9,0,24,37,384,33,87,210,148,359,83,0,0,52378,1494,944,944,865,79,0,550
G26008100007001,2013-2017,,,Michigan,26,Kent County,81,,,700,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7, Kent County, Michigan",,,375,0,59,50,57,119,29,10,0,0,21,30,0,601,0,0,0,0,0,0,0,0,0,0,10,29,13,0,7,96,72,27,94,68,149,36,0,0,51863,624,382,382,375,7,0,242
G26008100007002,2013-2017,,,Michigan,26,Kent County,81,,,700,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7, Kent County, Michigan",,,483,0,81,105,117,42,39,39,0,0,44,0,16,581,0,0,0,0,0,0,0,0,22,0,0,0,4,9,14,135,3,41,56,109,158,30,0,0,41314,636,506,506,483,23,0,130
G26008100007003,2013-2017,,,Michigan,26,Kent County,81,,,700,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7, Kent County, Michigan",,,758,0,122,205,155,135,33,50,0,46,0,12,0,909,0,0,0,0,0,0,0,0,41,0,48,0,0,18,33,109,71,89,171,95,151,83,0,0,53750,1150,902,902,843,59,0,248
G26008100008001,2013-2017,,,Michigan,26,Kent County,81,,,800,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 8, Kent County, Michigan",,,522,0,30,57,180,46,36,60,0,0,80,20,13,705,20,0,0,0,0,0,0,0,0,0,0,5,68,30,17,166,62,85,84,47,76,44,1,0,27091,922,574,574,534,40,0,348
G26008100008002,2013-2017,,,Michigan,26,Kent County,81,,,800,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 8, Kent County, Michigan",,,326,0,32,82,23,66,89,9,0,0,0,0,25,564,9,0,0,0,0,0,0,0,0,0,0,11,82,12,0,231,7,88,83,0,30,0,0,11,36643,703,358,358,335,23,0,345
G26008100008003,2013-2017,,,Michigan,26,Kent County,81,,,800,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 8, Kent County, Michigan",,,504,0,28,86,87,110,33,69,9,0,34,48,0,571,15,0,0,0,0,0,0,0,0,0,0,0,0,30,0,190,12,84,64,41,94,35,0,6,32639,789,537,537,517,20,0,252
G26008100009001,2013-2017,,,Michigan,26,Kent County,81,,,900,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9, Kent County, Michigan",,,438,0,70,64,44,43,17,87,6,0,32,32,43,613,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,191,0,36,118,52,123,71,9,0,47756,770,537,537,491,46,0,233
G26008100009002,2013-2017,,,Michigan,26,Kent County,81,,,900,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9, Kent County, Michigan",,,738,27,92,142,230,74,26,94,0,8,23,15,7,713,0,0,0,13,0,0,0,0,0,0,0,12,33,9,26,157,51,75,193,60,48,23,0,13,38594,960,781,781,738,43,0,179
