GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME,BTTRA,BTBGA,AHZTM001,AHZTM002,AHZTM003,AHZTM004,AHZTM005,AHZTM006,AHZTM007,AHZTM008,AHZTM009,AHZTM010,AHZTM011,AHZTM012,AHZTM013,AH04M001,AH04M002,AH04M003,AH04M004,AH04M005,AH04M006,AH04M007,AH04M008,AH04M009,AH04M010,AH04M011,AH04M012,AH04M013,AH04M014,AH04M015,AH04M016,AH04M017,AH04M018,AH04M019,AH04M020,AH04M021,AH04M022,AH04M023,AH04M024,AH04M025,AH1PM001,AH3PM001,AH3PM002,AH3PM003,AH3PM004,AH3PM005,AH3PM006,AH3PM007
"G26002100103004","2013-2017",,,"Michigan","26","Berrien County","021",,,"010300","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 103, Berrien County, Michigan",,,156,74,92,77,35,17,38,27,10,10,6,10,20,177,18,10,10,10,10,10,10,10,10,10,10,38,33,13,45,95,42,30,41,74,19,22,10,10,16752,187,158,158,156,15,10,124
"G26002100103005","2013-2017",,,"Michigan","26","Berrien County","021",,,"010300","5",,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 103, Berrien County, Michigan",,,109,10,46,58,22,33,26,35,25,10,16,10,10,158,10,10,10,10,10,10,10,14,10,10,10,10,10,10,14,77,23,68,85,59,71,25,16,10,7640,164,116,116,109,117,10,112
"G26002100104001","2013-2017",,,"Michigan","26","Berrien County","021",,,"010400","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 104, Berrien County, Michigan",,,88,33,17,33,46,73,22,16,10,10,15,11,15,78,8,10,10,10,10,10,10,10,10,10,10,8,24,10,10,32,8,26,37,59,52,17,14,10,11545,130,101,101,90,23,10,65
"G26002100104002","2013-2017",,,"Michigan","26","Berrien County","021",,,"010400","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 104, Berrien County, Michigan",,,111,19,26,54,33,39,39,32,10,10,16,34,10,100,10,10,10,10,10,10,10,10,20,10,8,10,12,19,5,60,22,42,39,30,26,16,9,10,6176,135,118,118,116,23,10,63
"G26002100104003","2013-2017",,,"Michigan","26","Berrien County","021",,,"010400","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 104, Berrien County, Michigan",,,88,17,27,15,27,45,25,41,12,27,9,11,8,114,11,10,10,10,10,10,10,10,8,9,21,13,14,14,10,73,27,49,54,28,31,6,12,10,5970,131,90,90,90,22,10,83
"G26002100105001","2013-2017",,,"Michigan","26","Berrien County","021",,,"010500","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 105, Berrien County, Michigan",,,106,27,71,23,30,38,23,37,7,8,15,7,10,156,63,10,10,10,10,10,10,10,39,10,11,10,13,16,14,104,17,23,31,29,50,19,10,4,17076,177,120,120,119,34,10,90
"G26002100105002","2013-2017",,,"Michigan","26","Berrien County","021",,,"010500","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 105, Berrien County, Michigan",,,91,14,20,45,26,53,26,24,20,12,14,14,16,134,10,10,10,10,10,10,10,10,21,10,14,10,14,11,12,114,26,34,40,35,38,31,10,6,4568,150,91,91,90,28,10,116
"G26002100106001","2013-2017",,,"Michigan","26","Berrien County","021",,,"010600","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 106, Berrien County, Michigan",,,164,62,66,69,27,86,35,78,48,31,29,10,25,206,15,10,10,10,10,10,10,10,10,10,18,7,21,26,10,129,29,66,99,65,75,96,28,24,21750,229,183,183,186,32,10,162
"G26002100106002","2013-2017",,,"Michigan","26","Berrien County","021",,,"010600","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 106, Berrien County, Michigan",,,137,79,10,29,54,70,16,37,46,10,21,10,29,163,78,10,10,10,10,10,10,16,38,10,14,13,10,10,10,77,26,20,24,21,64,57,15,10,39792,174,137,137,137,10,10,118
"G26002100106003","2013-2017",,,"Michigan","26","Berrien County","021",,,"010600","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 106, Berrien County, Michigan",,,198,15,61,136,28,24,38,80,25,48,31,45,24,219,33,10,10,10,13,10,13,10,25,10,49,10,32,13,22,66,32,39,73,48,75,83,37,65,11858,257,218,218,218,36,10,135
"G26002100110001","2013-2017",,,"Michigan","26","Berrien County","021",,,"011000","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 110, Berrien County, Michigan",,,74,14,35,52,35,42,10,16,15,4,20,11,5,85,13,10,3,10,10,10,10,10,3,3,9,9,11,12,11,50,29,27,39,42,35,14,4,10,4506,93,83,83,78,21,10,60
"G26002100110002","2013-2017",,,"Michigan","26","Berrien County","021",,,"011000","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 110, Berrien County, Michigan",,,75,5,23,37,41,67,14,12,3,10,12,13,17,71,9,10,10,10,10,10,10,10,10,10,2,7,7,9,4,45,11,42,39,24,36,12,14,5,11724,76,74,74,75,10,10,38
"G26002100110003","2013-2017",,,"Michigan","26","Berrien County","021",,,"011000","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 110, Berrien County, Michigan",,,86,10,27,57,30,34,8,11,14,8,9,11,10,68,8,10,10,10,10,10,10,10,21,10,10,31,12,10,7,45,15,25,35,23,25,18,12,10,6613,82,85,85,84,24,10,47
"G26002100111001","2013-2017",,,"Michigan","26","Berrien County","021",,,"011100","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 111, Berrien County, Michigan",,,76,10,12,32,31,48,10,9,9,6,6,13,10,152,10,10,10,10,10,10,10,10,10,10,7,10,10,24,10,67,40,82,34,46,76,49,31,10,31186,159,121,121,96,84,10,111
"G26002100111002","2013-2017",,,"Michigan","26","Berrien County","021",,,"011100","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 111, Berrien County, Michigan",,,232,54,105,116,108,101,66,43,23,46,10,37,24,270,10,10,10,10,25,10,10,10,10,24,7,35,10,38,14,132,36,67,107,89,104,81,14,10,25621,296,246,246,243,38,10,163
"G26002100111003","2013-2017",,,"Michigan","26","Berrien County","021",,,"011100","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 111, Berrien County, Michigan",,,227,29,105,104,129,108,90,25,8,10,31,29,9,227,36,10,10,10,10,10,10,10,10,22,20,22,31,44,10,138,27,91,141,95,116,60,24,10,14639,265,243,243,242,31,10,157
"G26002100112001","2013-2017",,,"Michigan","26","Berrien County","021",,,"011200","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 112, Berrien County, Michigan",,,60,10,13,35,42,10,10,35,10,14,10,10,10,96,10,10,10,10,10,10,10,10,10,10,10,10,10,10,14,76,12,15,36,10,57,15,14,21,18605,113,69,69,67,14,10,77
"G26002100112002","2013-2017",,,"Michigan","26","Berrien County","021",,,"011200","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 112, Berrien County, Michigan",,,129,13,32,39,40,33,27,13,10,10,15,27,40,202,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,124,37,13,69,97,121,71,41,34,21043,218,132,132,132,10,10,184
"G26002100112003","2013-2017",,,"Michigan","26","Berrien County","021",,,"011200","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 112, Berrien County, Michigan",,,66,23,13,41,10,12,10,10,10,10,10,10,29,137,10,10,10,10,10,10,10,10,10,10,14,10,13,40,10,30,13,13,44,44,66,94,13,10,22566,137,70,70,68,15,10,111
"G26002100112004","2013-2017",,,"Michigan","26","Berrien County","021",,,"011200","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 112, Berrien County, Michigan",,,160,32,25,65,34,61,62,63,10,20,14,29,22,197,10,10,10,10,10,10,10,10,10,10,10,10,23,10,27,117,14,40,73,53,73,42,20,10,32815,206,155,155,158,42,10,132
"G26002100113001","2013-2017",,,"Michigan","26","Berrien County","021",,,"011300","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 113, Berrien County, Michigan",,,67,14,39,32,6,10,10,13,7,10,7,19,22,108,10,10,10,10,10,10,10,10,10,10,10,5,7,7,10,53,10,27,30,26,61,19,21,22,13885,123,81,81,80,11,10,85
"G26002100113002","2013-2017",,,"Michigan","26","Berrien County","021",,,"011300","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 113, Berrien County, Michigan",,,86,23,33,35,12,28,15,29,10,9,12,10,14,116,10,10,10,10,10,10,10,10,23,10,7,7,28,4,9,38,14,18,46,33,37,30,20,18,21033,126,90,90,88,32,10,70
"G26002100113003","2013-2017",,,"Michigan","26","Berrien County","021",,,"011300","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 113, Berrien County, Michigan",,,60,38,23,12,31,12,10,10,10,10,14,10,6,61,10,10,10,10,7,10,10,10,10,10,6,10,11,10,25,32,30,15,47,17,16,9,10,10,15381,95,63,63,60,11,10,65
"G26002100113004","2013-2017",,,"Michigan","26","Berrien County","021",,,"011300","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 113, Berrien County, Michigan",,,82,19,39,28,25,37,9,16,8,6,10,15,10,90,21,10,10,10,10,10,10,10,19,10,9,8,14,6,6,69,25,28,22,25,17,21,13,10,36651,103,90,90,85,23,10,51
"G26002100113005","2013-2017",,,"Michigan","26","Berrien County","021",,,"011300","5",,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 113, Berrien County, Michigan",,,115,12,48,25,15,25,30,12,6,12,27,35,24,146,8,10,10,10,10,10,10,10,10,10,10,8,18,11,21,42,2,17,32,29,64,41,31,29,10841,147,117,117,118,11,10,69
"G26002100113006","2013-2017",,,"Michigan","26","Berrien County","021",,,"011300","6",,,,,,,,,,,,,,,,,,,,,,,"Block Group 6, Census Tract 113, Berrien County, Michigan",,,68,35,17,19,8,11,11,26,7,7,11,36,6,84,10,10,10,10,10,10,10,10,10,10,10,7,10,6,10,27,11,18,32,26,59,28,10,22,19674,106,75,75,73,10,10,67
"G26002100114001","2013-2017",,,"Michigan","26","Berrien County","021",,,"011400","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 114, Berrien County, Michigan",,,70,10,25,15,37,21,21,27,13,9,12,4,8,77,7,10,10,10,10,10,10,10,10,10,8,10,10,10,8,62,5,28,24,19,20,20,5,6,6165,96,78,78,73,16,10,49
"G26002100114002","2013-2017",,,"Michigan","26","Berrien County","021",,,"011400","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 114, Berrien County, Michigan",,,81,29,29,29,38,52,43,15,12,15,19,7,12,84,11,10,10,10,10,10,10,10,10,10,10,6,10,17,7,47,18,46,48,38,39,14,20,5,11736,88,88,88,86,21,10,50
"G26002100114003","2013-2017",,,"Michigan","26","Berrien County","021",,,"011400","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 114, Berrien County, Michigan",,,69,4,27,22,19,23,11,16,10,7,17,9,25,59,5,10,10,10,10,10,10,10,10,10,10,10,11,7,10,34,18,20,41,26,21,11,10,10,7354,86,72,72,70,10,10,47
"G26002100115001","2013-2017",,,"Michigan","26","Berrien County","021",,,"011500","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 115, Berrien County, Michigan",,,70,12,17,5,27,31,7,16,6,15,22,6,15,68,21,10,10,10,10,10,10,10,10,11,10,10,7,7,5,37,18,15,27,17,12,16,10,5,6601,76,69,69,70,10,10,44
"G26002100115002","2013-2017",,,"Michigan","26","Berrien County","021",,,"011500","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 115, Berrien County, Michigan",,,65,4,10,13,28,39,14,15,5,13,17,8,7,60,5,10,10,10,10,10,10,10,10,4,4,13,4,15,16,43,7,17,24,25,23,14,9,4,9005,92,74,74,68,16,10,45
"G26002100116001","2013-2017",,,"Michigan","26","Berrien County","021",,,"011600","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 116, Berrien County, Michigan",,,103,11,39,38,52,52,36,36,21,9,6,30,10,112,15,10,10,19,10,10,10,19,10,10,10,10,10,25,11,69,42,27,41,23,39,28,10,10,9843,135,109,109,103,31,10,75
"G26002100116002","2013-2017",,,"Michigan","26","Berrien County","021",,,"011600","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 116, Berrien County, Michigan",,,82,10,23,26,38,29,23,41,10,26,8,25,10,87,7,10,10,10,10,10,10,10,10,10,7,5,20,20,12,41,14,22,60,24,50,13,10,6,17622,91,85,85,84,6,10,51
"G26002100201001","2013-2017",,,"Michigan","26","Berrien County","021",,,"020100","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 201, Berrien County, Michigan",,,116,10,10,64,41,36,40,29,38,13,17,10,10,138,10,10,10,10,10,10,10,10,10,10,10,10,9,19,15,84,18,70,36,58,45,26,31,10,27972,142,126,126,111,34,10,77
"G26002100201002","2013-2017",,,"Michigan","26","Berrien County","021",,,"020100","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 201, Berrien County, Michigan",,,63,16,19,10,40,20,10,44,10,15,14,10,10,94,10,10,10,10,10,10,10,10,10,10,10,15,10,10,10,80,23,26,14,34,20,16,19,10,19503,105,75,75,73,11,10,65
"G26002100201003","2013-2017",,,"Michigan","26","Berrien County","021",,,"020100","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 201, Berrien County, Michigan",,,140,21,43,47,52,58,41,35,39,10,37,10,10,150,10,10,10,10,10,10,10,10,10,10,10,17,17,17,16,77,50,46,65,52,49,62,29,20,8703,168,146,146,141,52,10,96
"G26002100202001","2013-2017",,,"Michigan","26","Berrien County","021",,,"020200","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 202, Berrien County, Michigan",,,107,7,63,33,33,21,72,59,30,10,40,33,10,124,10,10,10,10,10,10,10,10,10,10,10,33,10,10,6,107,33,79,88,53,31,10,10,23,6081,133,121,121,107,33,10,70
"G26002100202002","2013-2017",,,"Michigan","26","Berrien County","021",,,"020200","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 202, Berrien County, Michigan",,,239,10,59,45,22,72,29,159,10,10,10,10,10,274,5,10,10,10,10,10,10,10,10,10,4,10,50,33,10,101,63,23,84,75,80,44,10,10,39342,293,253,253,238,40,10,114
"G26002100202003","2013-2017",,,"Michigan","26","Berrien County","021",,,"020200","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 202, Berrien County, Michigan",,,182,73,62,76,67,10,51,44,10,38,25,10,28,229,10,10,10,10,10,10,10,10,10,10,10,10,53,10,34,136,103,90,73,78,47,64,10,10,4574,225,183,183,173,39,10,134
"G26002100202004","2013-2017",,,"Michigan","26","Berrien County","021",,,"020200","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 202, Berrien County, Michigan",,,126,76,38,76,32,46,19,36,10,10,20,10,42,194,36,10,10,10,10,10,10,10,10,10,10,31,10,10,10,68,144,42,41,24,94,30,10,10,21034,196,174,174,134,67,10,88
"G26002100202005","2013-2017",,,"Michigan","26","Berrien County","021",,,"020200","5",,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 202, Berrien County, Michigan",,,143,18,21,30,47,24,58,35,38,25,47,25,32,176,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,101,33,66,65,67,59,33,10,10,45339,191,155,155,142,36,10,104
"G26002100202006","2013-2017",,,"Michigan","26","Berrien County","021",,,"020200","6",,,,,,,,,,,,,,,,,,,,,,,"Block Group 6, Census Tract 202, Berrien County, Michigan",,,143,21,66,41,48,54,36,27,28,22,40,26,10,148,10,10,10,10,10,10,10,10,10,10,10,10,33,20,10,92,73,28,52,92,47,19,10,10,23447,199,193,193,143,168,10,100
"G26002100203001","2013-2017",,,"Michigan","26","Berrien County","021",,,"020300","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 203, Berrien County, Michigan",,,90,10,30,30,49,46,41,41,22,34,19,20,13,89,8,10,10,10,10,10,10,10,10,14,10,8,33,10,10,79,17,37,58,26,45,32,10,13,16529,94,89,89,92,34,10,76
"G26002100203002","2013-2017",,,"Michigan","26","Berrien County","021",,,"020300","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 203, Berrien County, Michigan",,,100,15,49,54,31,54,20,46,23,16,18,23,11,108,8,10,10,10,10,10,10,10,10,10,10,10,10,30,13,70,24,32,56,38,48,56,23,15,8550,127,107,110,106,26,10,86
"G26002100204001","2013-2017",,,"Michigan","26","Berrien County","021",,,"020400","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 204, Berrien County, Michigan",,,124,10,27,31,67,65,32,48,10,25,11,10,10,149,14,10,10,10,10,10,10,10,10,16,18,10,22,14,48,73,42,65,53,64,39,22,10,10,14146,182,133,133,134,36,10,97
"G26002100204002","2013-2017",,,"Michigan","26","Berrien County","021",,,"020400","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 204, Berrien County, Michigan",,,154,16,50,58,68,60,53,52,23,17,15,17,27,143,3,10,10,10,10,10,10,10,10,10,10,10,12,10,22,76,8,46,60,88,71,92,21,36,7359,168,150,150,153,19,10,92
"G26002100204003","2013-2017",,,"Michigan","26","Berrien County","021",,,"020400","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 204, Berrien County, Michigan",,,154,39,45,50,34,72,26,74,16,21,31,26,21,136,34,10,10,10,10,10,10,10,10,10,21,10,10,16,12,71,12,35,56,40,83,71,10,21,14635,182,169,169,161,43,10,84
"G26002100205001","2013-2017",,,"Michigan","26","Berrien County","021",,,"020500","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 205, Berrien County, Michigan",,,144,10,67,21,45,54,44,35,53,10,53,10,24,112,10,10,10,10,10,10,10,10,10,10,10,10,20,10,27,45,36,45,48,30,12,20,10,10,3658,181,173,173,170,21,10,60
"G26002100205002","2013-2017",,,"Michigan","26","Berrien County","021",,,"020500","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 205, Berrien County, Michigan",,,105,9,31,21,44,49,34,29,7,10,12,10,10,121,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,63,18,42,50,51,25,20,7,10,24180,130,100,100,104,43,10,80
"G26002100205003","2013-2017",,,"Michigan","26","Berrien County","021",,,"020500","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 205, Berrien County, Michigan",,,156,42,47,51,58,26,39,32,28,16,15,10,10,192,24,10,10,10,10,10,10,40,10,10,53,46,39,30,18,121,46,55,45,45,21,10,12,10,4017,233,166,166,158,60,10,169
"G26002100206001","2013-2017",,,"Michigan","26","Berrien County","021",,,"020600","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 206, Berrien County, Michigan",,,114,19,34,65,25,59,34,26,10,10,10,10,10,102,10,13,10,10,10,10,10,10,10,10,10,20,17,17,12,62,44,36,42,47,40,20,14,10,11554,132,115,115,115,47,10,86
"G26002100206002","2013-2017",,,"Michigan","26","Berrien County","021",,,"020600","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 206, Berrien County, Michigan",,,91,41,43,52,46,40,28,22,12,30,17,10,10,95,10,10,10,10,10,10,10,10,10,10,10,13,38,31,16,70,31,57,38,38,55,24,14,14,6584,124,100,100,96,20,10,95
"G26002100206003","2013-2017",,,"Michigan","26","Berrien County","021",,,"020600","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 206, Berrien County, Michigan",,,87,13,33,36,33,21,16,32,13,10,22,10,10,97,14,10,10,10,10,10,10,10,10,10,10,10,17,15,18,50,17,29,33,43,27,32,10,10,7355,99,96,96,87,24,10,38
"G26002100206004","2013-2017",,,"Michigan","26","Berrien County","021",,,"020600","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 206, Berrien County, Michigan",,,80,17,35,60,61,40,17,22,16,21,41,10,10,87,6,10,10,10,10,10,10,10,10,15,10,10,40,4,10,41,46,19,66,33,55,47,17,16,24700,104,83,83,84,26,10,63
"G26002100207001","2013-2017",,,"Michigan","26","Berrien County","021",,,"020700","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 207, Berrien County, Michigan",,,204,25,62,10,172,22,10,30,20,10,20,10,12,163,42,10,10,10,10,10,10,10,10,10,40,19,10,45,10,59,57,30,114,34,24,10,10,10,8650,274,232,232,204,47,10,103
"G26002100207002","2013-2017",,,"Michigan","26","Berrien County","021",,,"020700","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 207, Berrien County, Michigan",,,58,12,15,26,24,45,9,14,10,10,10,10,10,127,10,10,10,10,10,10,10,10,10,10,71,33,34,10,20,61,44,51,32,20,44,14,14,14,16394,127,57,57,57,10,10,132
"G26002100207003","2013-2017",,,"Michigan","26","Berrien County","021",,,"020700","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 207, Berrien County, Michigan",,,190,10,77,94,67,59,34,33,10,32,10,10,10,163,22,10,10,10,10,10,10,10,10,10,19,10,10,10,16,119,48,62,49,49,47,22,10,10,7535,190,190,190,187,26,10,100
"G26002100209001","2013-2017",,,"Michigan","26","Berrien County","021",,,"020900","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 209, Berrien County, Michigan",,,102,2,43,48,24,34,16,52,29,10,10,19,26,145,9,10,10,10,10,10,10,10,10,10,3,10,131,16,19,76,45,65,59,33,47,10,10,10,7863,206,114,114,91,74,10,196
"G26002100209002","2013-2017",,,"Michigan","26","Berrien County","021",,,"020900","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 209, Berrien County, Michigan",,,53,10,13,15,46,19,10,43,16,10,14,12,10,96,11,10,10,10,10,10,10,10,10,10,19,10,13,29,13,47,52,35,28,33,16,10,10,10,11161,104,53,53,53,10,10,78
"G26002100209003","2013-2017",,,"Michigan","26","Berrien County","021",,,"020900","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 209, Berrien County, Michigan",,,108,10,44,65,14,36,37,19,34,18,30,10,10,114,10,10,10,10,10,10,10,10,10,10,10,10,34,22,10,65,10,49,39,34,54,15,9,10,16532,135,107,107,108,14,10,58
"G26002100209004","2013-2017",,,"Michigan","26","Berrien County","021",,,"020900","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 209, Berrien County, Michigan",,,99,25,81,24,29,52,13,28,10,10,26,10,18,117,14,10,10,10,10,10,10,10,10,10,12,10,10,10,11,74,21,37,45,46,51,28,13,10,15297,139,129,129,126,26,10,83
"G26002100210001","2013-2017",,,"Michigan","26","Berrien County","021",,,"021000","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 210, Berrien County, Michigan",,,187,10,72,109,51,60,87,49,10,10,25,10,30,215,10,10,10,10,10,10,10,10,10,10,10,10,10,10,25,182,30,62,50,99,29,26,10,10,5700,247,187,187,187,10,10,140
"G26002100210002","2013-2017",,,"Michigan","26","Berrien County","021",,,"021000","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 210, Berrien County, Michigan",,,257,43,134,52,114,92,54,99,38,16,16,25,21,258,38,10,10,10,10,10,10,10,10,10,10,10,84,10,24,119,66,96,84,122,104,34,10,10,15637,316,261,261,254,46,10,167
"G26002100210003","2013-2017",,,"Michigan","26","Berrien County","021",,,"021000","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 210, Berrien County, Michigan",,,162,10,44,32,42,122,64,41,45,10,10,10,25,228,10,10,10,10,10,10,10,10,10,10,10,88,86,33,49,88,44,66,50,90,26,10,10,10,6151,244,192,192,162,44,10,213
"G26002100210004","2013-2017",,,"Michigan","26","Berrien County","021",,,"021000","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 210, Berrien County, Michigan",,,165,10,50,111,18,75,35,63,10,10,23,33,17,170,10,10,10,10,10,10,10,10,10,25,52,35,29,36,10,98,10,79,47,66,94,17,10,10,12427,217,195,195,191,40,10,133
"G26002100211001","2013-2017",,,"Michigan","26","Berrien County","021",,,"021100","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 211, Berrien County, Michigan",,,77,25,22,33,43,33,12,27,18,13,33,10,10,79,16,10,10,10,10,10,10,10,10,10,10,10,7,12,10,47,16,29,39,42,34,32,10,9,5575,104,84,84,81,16,10,56
"G26002100211002","2013-2017",,,"Michigan","26","Berrien County","021",,,"021100","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 211, Berrien County, Michigan",,,87,21,22,28,34,37,28,14,13,31,22,10,11,121,13,10,10,10,10,10,10,10,8,10,16,31,27,20,11,68,33,34,40,51,27,12,10,16,11124,145,125,125,94,78,10,106
"G26002100212001","2013-2017",,,"Michigan","26","Berrien County","021",,,"021200","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 212, Berrien County, Michigan",,,95,10,11,30,48,22,28,30,20,25,16,10,22,80,22,10,10,10,10,10,6,10,10,5,23,20,41,10,7,52,33,20,27,31,17,10,10,10,7196,113,86,86,92,56,10,79
"G26002100212002","2013-2017",,,"Michigan","26","Berrien County","021",,,"021200","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 212, Berrien County, Michigan",,,68,16,16,29,35,23,19,16,10,10,10,10,10,93,2,10,10,10,10,10,10,10,10,10,4,22,14,18,29,80,25,25,44,32,17,17,10,6,15412,103,82,82,82,10,10,70
"G26002100213001","2013-2017",,,"Michigan","26","Berrien County","021",,,"021300","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 213, Berrien County, Michigan",,,130,73,99,30,35,26,29,9,10,10,10,14,20,96,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,24,12,22,24,41,56,50,16,10,22258,140,122,122,124,17,10,108
"G26002100213002","2013-2017",,,"Michigan","26","Berrien County","021",,,"021300","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 213, Berrien County, Michigan",,,198,75,90,109,74,59,50,13,41,10,16,14,27,230,10,10,10,10,10,10,10,10,10,13,10,12,10,10,24,88,27,18,79,49,137,93,51,32,,225,195,196,200,54,7,180
