FID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GISJOIN,Shape_Leng,Shape_Area,GISJOIN_1,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,Occupancy_Status_Total,Occupancy_Status_Occupied,Occupancy_Status_Vacant,Value_Total,Value_Less_than_10000,Value_10000_to_14999,Value_15000_to_19999,Value_20000_to_24999,Value_25000_to_29999,Value_30000_to_34999,Value_35000_to_39999,Value_40000_to_49999,Value_50000_to_59999,Value_60000_to_69999,Value_70000_to_79999,Value_80000_to_89999,Value_90000_to_99999,Value_100000_to_124999,Value_125000_to_149999,Value_150000_to_174999,Value_175000_to_199999,Value_200000_to_249999,Value_250000_to_299999,Value_300000_to_399999,Value_400000_to_499999,Value_500000_to_749999,Value_750000_to_999999,Value_1000000_to_1499999,Value_1500000_to_1999999,Value_2000000_or_more,Median_Value,AH6FE001,AH6FE002,AH6FE003,AH6FE004,AH6FE005,AH6FE006,AH6FE007,AH6FE008,AH6FE009,AH6FE010,AH6FE011,AH6FE012,AH6FE013,AH6FE014,AH6FE015,AH6FE016,AH6FE017,AH6FE018,AH6FE019,AH6FE020,AH6FE021,AH6FE022,AH6FE023,AH6GE001,AH6GE002,AH6GE003,Per_Vacant,UNIQUE_ID
299,26,163,516700,2,2.62E+11,Block Group 2,G5030,S,223263,0,42.3442292,-83.0226889,G26016305167002,1924.085365,223262.8683,G26016305167002,2013-2017, , ,Michigan,26,Wayne County,163, , ,516700,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5167, Wayne County, Michigan",717,717,0,71,0,0,0,0,0,0,0,0,9,9,0,11,0,9,0,12,11,10,0,0,0,0,0,0,0,0,118100,71,31,0,12,0,10,0,0,0,0,0,9,40,22,9,9,0,0,0,0,0,0,0,12.1,0,10,0,299
300,26,163,516800,1,2.62E+11,Block Group 1,G5030,S,608899,0,42.3538536,-83.0261015,G26016305168001,4063.49637,608898.5528,G26016305168001,2013-2017, , ,Michigan,26,Wayne County,163, , ,516800,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5168, Wayne County, Michigan",291,199,92,84,23,0,14,11,0,7,13,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22300,84,42,0,18,0,0,0,20,0,0,4,0,42,11,7,0,0,10,14,0,0,0,0,28,30.8,26.5,31.61512027,300
301,26,163,516800,2,2.62E+11,Block Group 2,G5030,S,374355,0,42.3594925,-83.0245042,G26016305168002,2708.822518,374358.6115,G26016305168002,2013-2017, , ,Michigan,26,Wayne County,163, , ,516800,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5168, Wayne County, Michigan",261,81,180,58,10,11,6,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,11,0,0,0,0,0,58,16,0,0,0,0,0,5,0,11,0,0,42,8,4,19,0,0,0,0,6,5,0,19.5,0,17.4,68.96551724,301
302,26,163,516900,1,2.62E+11,Block Group 1,G5030,S,615130,0,42.3446547,-83.030245,G26016305169001,3319.943271,615129.2622,G26016305169001,2013-2017, , ,Michigan,26,Wayne County,163, , ,516900,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5169, Wayne County, Michigan",1716,1523,193,394,26,0,22,0,17,0,9,34,44,93,26,0,42,46,9,18,0,8,0,0,0,0,0,0,0,0,64800,394,160,8,0,47,43,8,26,0,0,28,0,234,115,16,36,27,0,0,16,0,24,0,18.5,22.9,10.6,11.24708625,302
303,26,163,517000,1,2.62E+11,Block Group 1,G5030,S,574452,0,42.3408105,-83.0361037,G26016305170001,3387.22641,574451.9549,G26016305170001,2013-2017, , ,Michigan,26,Wayne County,163, , ,517000,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5170, Wayne County, Michigan",2578,2346,232,509,12,0,30,28,51,0,0,19,10,16,0,0,0,51,68,27,10,69,19,68,11,10,0,0,0,10,138800,509,179,46,60,18,0,24,0,0,10,21,0,330,146,42,61,22,0,0,0,10,49,0,13.1,13.6,12.3,8.999224205,303
304,26,163,517100,1,2.62E+11,Block Group 1,G5030,S,280697,0,42.3358287,-83.0330442,G26016305171001,2223.36866,280695.7916,G26016305171001,2013-2017, , ,Michigan,26,Wayne County,163, , ,517100,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5171, Wayne County, Michigan",928,818,110,257,15,18,11,0,18,15,0,0,5,5,7,15,33,25,7,23,16,33,0,5,6,0,0,0,0,0,95900,257,70,17,6,8,23,6,0,0,5,5,0,187,95,16,10,14,9,22,0,7,14,0,13.8,20.9,10,11.85344828,304
305,26,163,517200,1,2.62E+11,Block Group 1,G5030,S,916099,447536,42.3309267,-83.0365924,G26016305172001,5293.96203,916102.3509,G26016305172001,2013-2017, , ,Michigan,26,Wayne County,163, , ,517200,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5172, Wayne County, Michigan",715,655,60,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,8.391608392,305
306,26,163,517200,2,2.62E+11,Block Group 2,G5030,S,709755,0,42.3384328,-83.0461225,G26016305172002,3615.246033,709758.2622,G26016305172002,2013-2017, , ,Michigan,26,Wayne County,163, , ,517200,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5172, Wayne County, Michigan",191,168,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.04188482,306
307,26,163,517300,1,2.62E+11,Block Group 1,G5030,S,461248,0,42.344915,-83.0528131,G26016305173001,2863.66194,461244.4876,G26016305173001,2013-2017, , ,Michigan,26,Wayne County,163, , ,517300,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5173, Wayne County, Michigan",876,762,114,272,0,0,0,0,0,0,0,0,0,20,14,0,0,67,9,6,9,38,64,33,12,0,0,0,0,0,214500,272,225,16,78,36,29,26,11,13,6,4,6,47,21,20,0,0,0,0,0,6,0,0,14.9,17.2,10.6,13.01369863,307
308,26,163,517300,2,2.62E+11,Block Group 2,G5030,S,378193,0,42.3466339,-83.0477719,G26016305173002,2799.843242,378192.8444,G26016305173002,2013-2017, , ,Michigan,26,Wayne County,163, , ,517300,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5173, Wayne County, Michigan",480,402,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.25,308
309,26,163,517500,1,2.62E+11,Block Group 1,G5030,S,270290,0,42.3576975,-83.0556663,G26016305175001,2070.814047,270289.5331,G26016305175001,2013-2017, , ,Michigan,26,Wayne County,163, , ,517500,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5175, Wayne County, Michigan",666,615,51,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,7.657657658,309
310,26,163,517500,2,2.62E+11,Block Group 2,G5030,S,379572,0,42.35366,-83.0597109,G26016305175002,3083.292688,379571.7802,G26016305175002,2013-2017, , ,Michigan,26,Wayne County,163, , ,517500,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5175, Wayne County, Michigan",868,795,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.410138249,310
311,26,163,517500,3,2.62E+11,Block Group 3,G5030,S,451452,0,42.3523957,-83.0532618,G26016305175003,2715.52327,451451.915,G26016305175003,2013-2017, , ,Michigan,26,Wayne County,163, , ,517500,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5175, Wayne County, Michigan",320,283,37,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,10,0,0,0,22,12,0,0,0,0,0,0,0,0,12,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,11.5625,311
312,26,163,518000,1,2.62E+11,Block Group 1,G5030,S,362750,0,42.3611609,-83.0643244,G26016305180001,2558.393918,362750.2241,G26016305180001,2013-2017, , ,Michigan,26,Wayne County,163, , ,518000,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5180, Wayne County, Michigan",676,545,131,142,0,0,0,0,0,0,0,0,0,0,9,0,0,41,5,29,23,35,0,0,0,0,0,0,0,0,163800,142,55,0,0,5,8,0,0,20,7,15,0,87,31,34,0,22,0,0,0,0,0,0,20.2,38.6,11.8,19.37869822,312
313,26,163,518000,2,2.62E+11,Block Group 2,G5030,S,488400,0,42.3634923,-83.0591778,G26016305180002,2920.721459,488399.7889,G26016305180002,2013-2017, , ,Michigan,26,Wayne County,163, , ,518000,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5180, Wayne County, Michigan",820,768,52,24,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,24,11,0,0,11,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,6.341463415,313
314,26,163,518400,1,2.62E+11,Block Group 1,G5030,S,821322,0,42.370152,-83.0453534,G26016305184001,4101.87014,821325.6299,G26016305184001,2013-2017, , ,Michigan,26,Wayne County,163, , ,518400,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5184, Wayne County, Michigan",151,75,76,10,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,5,0,0,0,0,0,0,50.33112583,314
315,26,163,518400,2,2.62E+11,Block Group 2,G5030,S,234195,0,42.3686831,-83.0397074,G26016305184002,1940.616115,234194.065,G26016305184002,2013-2017, , ,Michigan,26,Wayne County,163, , ,518400,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5184, Wayne County, Michigan",160,81,79,47,11,10,5,0,4,3,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,14,4,0,0,0,0,0,0,10,0,0,33,5,0,11,0,0,0,0,10,7,0,41.8,0,40.5,49.375,315
316,26,163,518500,1,2.62E+11,Block Group 1,G5030,S,411354,0,42.3753851,-83.0359321,G26016305185001,2611.414277,411355.1536,G26016305185001,2013-2017, , ,Michigan,26,Wayne County,163, , ,518500,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5185, Wayne County, Michigan",292,87,205,58,5,0,0,6,0,0,0,22,0,9,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,58,35,0,0,0,19,0,0,0,0,16,0,23,14,0,0,0,0,0,0,0,9,0,23.9,24.6,10,70.20547945,316
317,26,163,518500,2,2.62E+11,Block Group 2,G5030,S,389126,0,42.3710735,-83.0331341,G26016305185002,2538.647042,389124.1309,G26016305185002,2013-2017, , ,Michigan,26,Wayne County,163, , ,518500,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5185, Wayne County, Michigan",389,274,115,132,63,25,0,9,1,0,0,9,0,6,15,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10600,132,28,0,0,6,12,0,0,0,0,10,0,104,31,19,20,1,0,16,0,0,5,12,16.9,23.3,13.9,29.56298201,317
318,26,163,518600,1,2.62E+11,Block Group 1,G5030,S,388909,0,42.3668905,-83.0303763,G26016305186001,2535.662801,388907.6272,G26016305186001,2013-2017, , ,Michigan,26,Wayne County,163, , ,518600,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5186, Wayne County, Michigan",206,136,70,32,0,21,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,32,11,14,0,0,0,7,0,0,0,0,11.8,0,11.8,33.98058252,318
319,26,163,518600,2,2.62E+11,Block Group 2,G5030,S,352693,0,42.36234,-83.0284242,G26016305186002,2646.017088,352693.4946,G26016305186002,2013-2017, , ,Michigan,26,Wayne County,163, , ,518600,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5186, Wayne County, Michigan",198,85,113,46,11,3,0,0,10,0,0,0,9,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,46,18,0,0,0,0,9,0,0,0,9,0,28,0,0,6,4,3,0,7,0,8,0,35.7,40,35.7,57.07070707,319
320,26,163,518800,1,2.62E+11,Block Group 1,G5030,S,659769,0,42.3606433,-83.0345037,G26016305188001,3953.796959,659773.729,G26016305188001,2013-2017, , ,Michigan,26,Wayne County,163, , ,518800,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5188, Wayne County, Michigan",224,118,106,88,36,0,0,10,27,0,0,0,0,0,0,11,0,0,3,0,0,0,1,0,0,0,0,0,0,0,24000,88,1,0,0,0,0,0,0,0,1,0,0,87,20,37,0,7,0,20,0,0,3,0,13.2,0,13.2,47.32142857,320
321,26,163,518800,2,2.62E+11,Block Group 2,G5030,S,758453,0,42.3588769,-83.0396348,G26016305188002,4264.206481,758455.8984,G26016305188002,2013-2017, , ,Michigan,26,Wayne County,163, , ,518800,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5188, Wayne County, Michigan",288,170,118,59,9,6,4,3,17,0,0,0,4,0,4,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,27200,59,12,0,4,0,0,0,0,0,0,8,0,47,4,30,0,4,0,0,3,0,6,0,13.8,0,13.3,40.97222222,321
322,26,163,518900,1,2.62E+11,Block Group 1,G5030,S,1844171,0,42.3526003,-83.0435176,G26016305189001,7042.477168,1844169.325,G26016305189001,2013-2017, , ,Michigan,26,Wayne County,163, , ,518900,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5189, Wayne County, Michigan",952,827,125,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,12,5,0,0,5,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,13.1302521,322
323,26,163,520200,1,2.62E+11,Block Group 1,G5030,S,218278,0,42.354137,-83.0682606,G26016305202001,2191.591475,218278.7618,G26016305202001,2013-2017, , ,Michigan,26,Wayne County,163, , ,520200,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5202, Wayne County, Michigan",721,650,71,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,20,0,0,0,0,0,0,0,0,196400,48,48,5,0,8,0,0,0,0,28,7,0,0,0,0,0,0,0,0,0,0,0,0,43.9,43.9,0,9.847434119,323
324,26,163,520200,2,2.62E+11,Block Group 2,G5030,S,607864,0,42.358319,-83.07054,G26016305202002,3129.058909,607862.8711,G26016305202002,2013-2017, , ,Michigan,26,Wayne County,163, , ,520200,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5202, Wayne County, Michigan",433,375,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.39491917,324
325,26,163,520300,1,2.62E+11,Block Group 1,G5030,S,234748,0,42.3516855,-83.0638784,G26016305203001,1943.307966,234748.9947,G26016305203001,2013-2017, , ,Michigan,26,Wayne County,163, , ,520300,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5203, Wayne County, Michigan",877,705,172,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,48,9,21,12,42,0,24,0,0,0,0,235700,168,113,9,38,33,0,11,12,0,10,0,0,55,14,11,0,11,0,0,10,0,9,0,16.8,16.4,21.1,19.61231471,325
326,26,163,520300,2,2.62E+11,Block Group 2,G5030,S,216364,0,42.3477294,-83.0614911,G26016305203002,1844.280239,216364.624,G26016305203002,2013-2017, , ,Michigan,26,Wayne County,163, , ,520300,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5203, Wayne County, Michigan",461,391,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.18438178,326
327,26,163,520400,1,2.62E+11,Block Group 1,G5030,S,409580,0,42.3481561,-83.067593,G26016305204001,2818.664171,409581.1025,G26016305204001,2013-2017, , ,Michigan,26,Wayne County,163, , ,520400,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5204, Wayne County, Michigan",1357,1050,307,62,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,13,0,10,20,9,0,0,0,0,380000,62,20,0,10,10,0,0,0,0,0,0,0,42,24,0,9,0,9,0,0,0,0,0,13.5,0,10,22.62343405,327
328,26,163,520700,1,2.62E+11,Block Group 1,G5030,S,593652,0,42.3350888,-83.0568525,G26016305207001,3461.199055,593650.2264,G26016305207001,2013-2017, , ,Michigan,26,Wayne County,163, , ,520700,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5207, Wayne County, Michigan",1205,724,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.91701245,328
329,26,163,520700,2,2.62E+11,Block Group 2,G5030,S,174177,0,42.3334438,-83.0506762,G26016305207002,1700.652812,174177.0827,G26016305207002,2013-2017, , ,Michigan,26,Wayne County,163, , ,520700,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5207, Wayne County, Michigan",1261,1107,154,55,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,33,0,0,0,0,0,0,0,258300,55,33,33,0,0,0,0,0,0,0,0,0,22,8,0,4,10,0,0,0,0,0,0,10,0,18.8,12.21252974,329
330,26,163,520800,1,2.62E+11,Block Group 1,G5030,S,1354424,686823,42.3254678,-83.0537969,G26016305208001,6249.075143,1354433.394,G26016305208001,2013-2017, , ,Michigan,26,Wayne County,163, , ,520800,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5208, Wayne County, Michigan",1365,1178,187,344,0,0,0,0,0,0,0,0,8,0,11,11,0,19,9,98,32,45,57,38,16,0,0,0,0,0,187500,344,202,6,58,11,33,49,16,0,11,18,0,142,68,12,12,0,23,0,0,12,7,8,20.2,23.9,10,13.6996337,330
331,26,163,521100,1,2.62E+11,Block Group 1,G5030,S,1079584,117811,42.319104,-83.0781643,G26016305211001,5413.324973,1079582.044,G26016305211001,2013-2017, , ,Michigan,26,Wayne County,163, , ,521100,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5211, Wayne County, Michigan",369,318,51,131,0,0,0,7,0,6,0,23,4,9,20,20,6,4,0,16,6,0,0,10,0,0,0,0,0,0,78300,131,56,0,0,9,25,0,0,0,0,22,0,75,54,10,8,0,0,3,0,0,0,0,15.4,23.8,10,13.82113821,331
332,26,163,521100,2,2.62E+11,Block Group 2,G5030,S,520628,0,42.3232731,-83.0865236,G26016305211002,3299.975747,520625.6468,G26016305211002,2013-2017, , ,Michigan,26,Wayne County,163, , ,521100,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5211, Wayne County, Michigan",666,509,157,202,0,8,10,0,0,0,8,39,49,0,17,0,25,0,18,7,0,17,4,0,0,0,0,0,0,0,57300,202,48,18,0,0,4,14,0,0,0,12,0,154,41,29,52,4,0,18,0,10,0,0,16.3,25.7,15.7,23.57357357,332
333,26,163,521300,1,2.62E+11,Block Group 1,G5030,S,970291,0,42.3341233,-83.0929438,G26016305213001,4782.766798,970287.2765,G26016305213001,2013-2017, , ,Michigan,26,Wayne County,163, , ,521300,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5213, Wayne County, Michigan",396,286,110,251,47,20,0,20,4,11,30,26,15,12,11,0,7,26,0,7,0,6,0,0,5,0,0,4,0,0,38900,251,136,0,9,18,35,4,21,0,0,40,9,115,37,16,26,11,0,0,0,0,21,4,21.4,26.9,15.5,27.77777778,333
334,26,163,521400,1,2.62E+11,Block Group 1,G5030,S,1305621,0,42.3305838,-83.0730165,G26016305214001,5522.07071,1305618.163,G26016305214001,2013-2017, , ,Michigan,26,Wayne County,163, , ,521400,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5214, Wayne County, Michigan",763,595,168,254,8,5,0,0,0,0,7,19,15,0,13,5,6,26,15,39,7,32,35,15,7,0,0,0,0,0,155100,254,155,34,22,18,21,14,0,14,0,32,0,99,58,13,7,0,0,0,8,7,6,0,15,20.8,10,22.01834862,334
335,26,163,521500,1,2.62E+11,Block Group 1,G5030,S,1064613,0,42.3375924,-83.0730863,G26016305215001,4190.012984,1064614.048,G26016305215001,2013-2017, , ,Michigan,26,Wayne County,163, , ,521500,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5215, Wayne County, Michigan",536,404,132,186,13,0,36,29,0,8,0,15,18,0,0,26,9,18,0,1,8,5,0,0,0,0,0,0,0,0,44700,186,54,0,11,1,3,0,5,19,0,15,0,132,35,8,0,10,0,0,9,34,36,0,38.6,36.8,41.2,24.62686567,335
336,26,163,521500,2,2.62E+11,Block Group 2,G5030,S,442217,0,42.3351036,-83.0843192,G26016305215002,3129.575584,442215.9442,G26016305215002,2013-2017, , ,Michigan,26,Wayne County,163, , ,521500,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5215, Wayne County, Michigan",419,351,68,20,8,0,0,0,7,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,0,0,0,0,2,0,0,0,7,0,11,3,0,0,8,0,0,0,0,0,0,24.4,0,0,16.22911695,336
337,26,163,521800,1,2.62E+11,Block Group 1,G5030,S,224913,0,42.3461216,-83.0712523,G26016305218001,2077.167298,224913.7702,G26016305218001,2013-2017, , ,Michigan,26,Wayne County,163, , ,521800,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5218, Wayne County, Michigan",942,917,25,65,5,0,0,0,5,9,0,0,0,0,0,0,4,0,0,9,5,23,5,0,0,0,0,0,0,0,177500,65,51,5,0,4,28,0,0,0,0,9,5,14,14,0,0,0,0,0,0,0,0,0,21.3,22.5,0,2.653927813,337
338,26,163,521900,1,2.62E+11,Block Group 1,G5030,S,322209,0,42.3453637,-83.0760751,G26016305219001,2528.652228,322208.164,G26016305219001,2013-2017, , ,Michigan,26,Wayne County,163, , ,521900,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5219, Wayne County, Michigan",508,369,139,264,0,30,0,0,0,11,0,0,10,10,0,17,15,44,45,11,25,0,38,0,8,0,0,0,0,0,122200,264,167,23,65,44,10,0,10,0,0,0,15,97,15,31,0,0,0,0,0,40,11,0,14.5,14.1,40.6,27.36220472,338
339,26,163,521900,2,2.62E+11,Block Group 2,G5030,S,478591,0,42.353118,-83.0761705,G26016305219002,3111.495636,478590.639,G26016305219002,2013-2017, , ,Michigan,26,Wayne County,163, , ,521900,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5219, Wayne County, Michigan",533,512,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.939962477,339
340,26,163,521900,3,2.62E+11,Block Group 3,G5030,S,891661,0,42.3507597,-83.0844869,G26016305219003,4594.114998,891658.1611,G26016305219003,2013-2017, , ,Michigan,26,Wayne County,163, , ,521900,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5219, Wayne County, Michigan",651,531,120,219,0,5,0,0,0,0,14,9,10,0,0,11,11,53,9,11,26,60,0,0,0,0,0,0,0,0,123300,219,84,0,11,38,0,0,11,0,0,24,0,135,53,5,39,0,24,0,14,0,0,0,17.6,19.1,16.2,18.43317972,340
341,26,163,522000,1,2.62E+11,Block Group 1,G5030,S,1606030,0,42.3435757,-83.0875891,G26016305220001,5751.362298,1606029.2,G26016305220001,2013-2017, , ,Michigan,26,Wayne County,163, , ,522000,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5220, Wayne County, Michigan",1054,878,176,122,27,9,0,0,13,6,0,0,15,0,34,8,0,0,0,6,0,0,0,0,0,0,0,4,0,0,54000,122,58,0,0,17,6,8,6,0,0,8,13,64,4,26,6,0,0,7,0,0,7,14,18.8,24.6,14,16.69829222,341
342,26,163,522100,1,2.62E+11,Block Group 1,G5030,S,524246,0,42.3420729,-83.1036318,G26016305221001,3684.702352,524244.3271,G26016305221001,2013-2017, , ,Michigan,26,Wayne County,163, , ,522100,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5221, Wayne County, Michigan",307,151,156,95,32,0,0,0,12,0,0,0,15,13,3,0,5,0,0,0,0,0,15,0,0,0,0,0,0,0,52300,95,18,0,0,13,0,0,0,0,0,5,0,77,20,3,42,0,0,0,0,0,0,12,16.7,0,16.1,50.81433225,342
343,26,163,522100,2,2.62E+11,Block Group 2,G5030,S,587833,0,42.3447898,-83.099436,G26016305221002,3393.662358,587838.6864,G26016305221002,2013-2017, , ,Michigan,26,Wayne County,163, , ,522100,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5221, Wayne County, Michigan",160,127,33,71,26,6,13,0,0,4,0,3,0,0,0,0,0,14,5,0,0,0,0,0,0,0,0,0,0,0,16300,71,10,0,0,0,0,0,0,0,3,7,0,61,8,25,20,0,0,0,0,0,8,0,15.6,50,14.5,20.625,343
