FID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GISJOIN,Shape_Leng,Shape_Area,GISJOIN_1,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AH36E001,AH36E002,AH36E003,AH37E001,AH37E002,AH37E003,AH4HE001,AH4HE002,AH4HE003,AH4HE004,AH4HE005,AH4HE006,AH4HE007,AH4HE008,AH5JE001,AH5JE002,AH5JE003,AH5JE004,AH5JE005,AH5JE006,AH5JE007,AH5JE008,AH5JE009,AH5JE010,AH5JE011,AH5JE012,AH5JE013,AH5JE014,AH5JE015,AH5JE016,AH5JE017,AH5JE018,AH5JE019,AH5JE020,AH5JE021,AH5JE022,AH5JE023,AH5JE024,AH5JE025,AH5JE026,AH5JE027,AH5LE001,AH5QE001,AH5QE002,AH5QE003,AH5QE004,AH5QE005,AH5QE006,AH5QE007,AH5QE008,AH5QE009,AH5QE010,AH5QE011,AH5QE012,AH5QE013,AH5QE014,AH5QE015,AH5QE016,AH5QE017,AH5QE018,AH5QE019,AH5QE020,AH5QE021,AH5QE022,AH5QE023,AH5QE024,AH5QE025,AH5QE026,AH5QE027,AH5RE001,AH5SE001,AH5XE001,AH5XE002,AH5XE003,AH5XE004,AH5XE005,AH5XE006,AH5XE007,AH5XE008,AH5XE009,AH5XE010,AH5XE011,AH5YE001,AH51E001,AH51E002,AH51E003,AH51E004,AH51E005,AH51E006,AH51E007,AH51E008,AH51E009,AH51E010,AH51E011,AH51E012,AH51E013,AH51E014,AH51E015,AH51E016,AH51E017,AH51E018,AH51E019,AH51E020,AH51E021,AH51E022,AH51E023,AH51E024,AH51E025,AH51E026,AH51E027,AH53E001,AH6CE001,AH6CE002,AH6CE003,AH6CE004,AH6CE005,AH6CE006,AH6CE007,AH6CE008,AH6CE009,AH6CE010,AH6CE011,AH6CE012,AH6CE013,AH6CE014,AH6CE015,AH6CE016,AH6CE017,AH6CE018,AH6CE019,AH6CE020,AH6CE021,AH6CE022,AH6CE023,AH6CE024,AH6CE025,AH6CE026,AH6CE027,AH6CE028,AH6CE029,AH6CE030,AH6CE031,AH6CE032,AH6CE033,AH6CE034,AH6CE035,AH6CE036,AH6CE037,AH6CE038,AH6CE039,AH6DE001,AH6DE002,AH6DE003,AH6FE001,AH6FE002,AH6FE003,AH6FE004,AH6FE005,AH6FE006,AH6FE007,AH6FE008,AH6FE009,AH6FE010,AH6FE011,AH6FE012,AH6FE013,AH6FE014,AH6FE015,AH6FE016,AH6FE017,AH6FE018,AH6FE019,AH6FE020,AH6FE021,AH6FE022,AH6FE023,AH6GE001,AH6GE002,AH6GE003,NAME_M,AH36M001,AH36M002,AH36M003,AH37M001,AH37M002,AH37M003,AH4HM001,AH4HM002,AH4HM003,AH4HM004,AH4HM005,AH4HM006,AH4HM007,AH4HM008,AH5JM001,AH5JM002,AH5JM003,AH5JM004,AH5JM005,AH5JM006,AH5JM007,AH5JM008,AH5JM009,AH5JM010,AH5JM011,AH5JM012,AH5JM013,AH5JM014,AH5JM015,AH5JM016,AH5JM017,AH5JM018,AH5JM019,AH5JM020,AH5JM021,AH5JM022,AH5JM023,AH5JM024,AH5JM025,AH5JM026,AH5JM027,AH5LM001,AH5QM001,AH5QM002,AH5QM003,AH5QM004,AH5QM005,AH5QM006,AH5QM007,AH5QM008,AH5QM009,AH5QM010,AH5QM011,AH5QM012,AH5QM013,AH5QM014,AH5QM015,AH5QM016,AH5QM017,AH5QM018,AH5QM019,AH5QM020,AH5QM021,AH5QM022,AH5QM023,AH5QM024,AH5QM025,AH5QM026,AH5QM027,AH5RM001,AH5SM001,AH5XM001,AH5XM002,AH5XM003,AH5XM004,AH5XM005,AH5XM006,AH5XM007,AH5XM008,AH5XM009,AH5XM010,AH5XM011,AH5YM001,AH51M001,AH51M002,AH51M003,AH51M004,AH51M005,AH51M006,AH51M007,AH51M008,AH51M009,AH51M010,AH51M011,AH51M012,AH51M013,AH51M014,AH51M015,AH51M016,AH51M017,AH51M018,AH51M019,AH51M020,AH51M021,AH51M022,AH51M023,AH51M024,AH51M025,AH51M026,AH51M027,AH53M001,AH6CM001,AH6CM002,AH6CM003,AH6CM004,AH6CM005,AH6CM006,AH6CM007,AH6CM008,AH6CM009,AH6CM010,AH6CM011,AH6CM012,AH6CM013,AH6CM014,AH6CM015,AH6CM016,AH6CM017,AH6CM018,AH6CM019,AH6CM020,AH6CM021,AH6CM022,AH6CM023,AH6CM024,AH6CM025,AH6CM026,AH6CM027,AH6CM028,AH6CM029,AH6CM030,AH6CM031,AH6CM032,AH6CM033,AH6CM034,AH6CM035,AH6CM036,AH6CM037,AH6CM038,AH6CM039,AH6DM001,AH6DM002,AH6DM003,AH6FM001,AH6FM002,AH6FM003,AH6FM004,AH6FM005,AH6FM006,AH6FM007,AH6FM008,AH6FM009,AH6FM010,AH6FM011,AH6FM012,AH6FM013,AH6FM014,AH6FM015,AH6FM016,AH6FM017,AH6FM018,AH6FM019,AH6FM020,AH6FM021,AH6FM022,AH6FM023,AH6GM001,AH6GM002,AH6GM003,Per_Vacant,UNIQUE_ID
812,26,163,545200,4,261635452004,Block Group 4,G5030,S,422908.000000000000000,0.000000000000000,+42.3703402,-083.2074115,G26016305452004,3044.625211279999803,422908.773418000026140,G26016305452004,2013-2017, , ,Michigan,26,Wayne County,163, , ,545200,4, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5452, Wayne County, Michigan",345,200,145,200,140,60,145,0,0,0,14,0,0,131,60,60,0,0,0,0,9,0,0,0,0,6,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,617,60,60,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,45,0,0,0,0,0,0,0,1083,61400,60,0,0,0,0,0,0,0,9,51,0,50.000000000000000,140,13,12,10,0,26,0,0,13,0,19,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,140,95,0,0,0,0,0,0,0,12,10,26,0,0,0,0,0,47,0,45,0,0,0,0,0,0,0,32,13,0,0,0,0,0,0,0,0,0,0,0,0,470,140,95,0,0,0,10,0,47,12,0,26,0,45,0,19,0,0,0,0,0,13,13,0,34.399999999999999,34.000000000000000,42.700000000000003,"Block Group 4, Census Tract 5452, Wayne County, Michigan",106,87,70,87,75,71,70,10,10,10,22,10,10,72,71,71,10,10,10,10,17,10,10,10,10,11,10,70,10,10,10,10,10,10,10,10,10,10,10,10,10,139,71,71,10,10,10,10,10,10,10,10,10,10,10,11,10,10,17,10,10,70,10,10,10,10,10,10,10,276,78668,71,10,10,10,10,10,10,10,17,71,10,0.000000000000000,75,24,21,17,10,38,10,10,20,10,25,10,10,10,10,10,10,10,10,10,10,10,63,10,10,10,10,0,75,69,10,10,10,10,10,10,10,21,17,38,10,10,10,10,10,63,10,32,10,10,10,10,10,10,10,30,24,10,10,10,10,10,10,10,10,10,10,0,0,57,75,69,10,10,10,17,10,63,21,10,38,10,32,10,25,10,10,10,10,10,24,20,10,12.600000000000000,10.400000000000000,55.100000000000001,42.028985507199998,812
813,26,163,545300,1,261635453001,Block Group 1,G5030,S,326397.000000000000000,0.000000000000000,+42.3619485,-083.1996797,G26016305453001,2488.812430099999801,326396.156459000019822,G26016305453001,2013-2017, , ,Michigan,26,Wayne County,163, , ,545300,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5453, Wayne County, Michigan",224,133,91,133,113,20,91,0,0,0,0,0,0,91,20,20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,6,14,0,0.000000000000000,113,0,7,0,30,0,0,0,6,0,30,18,0,14,8,0,0,0,0,0,0,0,0,0,0,0,0,64500,113,28,0,0,0,0,7,0,0,0,13,8,0,0,0,0,0,0,0,85,0,0,0,7,0,18,7,24,29,0,0,0,0,0,0,0,0,0,0,501,954,444,113,28,6,0,0,7,0,0,0,8,7,0,85,7,13,0,0,24,0,0,18,23,0,29.899999999999999,41.299999999999997,29.699999999999999,"Block Group 1, Census Tract 5453, Wayne County, Michigan",76,57,56,57,56,22,56,10,10,10,10,10,10,56,22,22,10,10,10,10,10,10,10,10,10,10,10,10,22,10,10,10,10,10,10,10,10,10,10,10,10,0,22,22,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,20,10,10,10,10,10,10,10,10,0,0,22,10,10,10,10,10,10,10,11,20,10,0.000000000000000,56,10,11,10,38,10,10,10,10,10,40,27,10,15,13,10,10,10,10,10,10,10,10,10,10,10,10,27761,56,22,10,10,10,10,11,10,10,10,14,13,10,10,10,10,10,10,10,57,10,10,10,11,10,27,11,39,39,10,10,10,10,10,10,10,10,10,10,103,110,135,56,22,10,10,10,10,10,10,10,13,11,10,57,11,11,10,10,39,10,10,27,37,10,29.899999999999999,34.899999999999999,31.000000000000000,40.625000000000000,813
814,26,163,545300,2,261635453002,Block Group 2,G5030,S,493088.000000000000000,0.000000000000000,+42.3614452,-083.2128336,G26016305453002,3008.052917120000075,493090.726966999995057,G26016305453002,2013-2017, , ,Michigan,26,Wayne County,163, , ,545300,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5453, Wayne County, Michigan",271,157,114,157,98,59,114,0,0,16,0,0,0,98,59,59,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,6,0,0,0,0,0,0,0,0,0,628,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,21,17,7,0,0,0,0,0,0,974,62400,59,6,0,0,0,0,14,3,0,24,12,50.000000000000000,98,5,0,0,18,25,0,0,35,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40300,98,22,0,0,0,7,0,0,0,7,0,0,0,0,8,0,0,0,0,76,0,0,0,0,0,0,0,23,17,36,0,0,0,0,0,0,0,0,0,606,0,588,98,22,0,0,7,7,0,0,0,0,8,0,76,53,0,0,6,0,0,0,17,0,0,10.000000000000000,22.899999999999999,10.000000000000000,"Block Group 2, Census Tract 5453, Wayne County, Michigan",85,52,63,52,50,39,63,10,10,25,10,10,10,59,39,39,10,10,10,10,10,10,10,10,10,10,10,37,10,10,10,9,10,10,10,10,10,10,10,10,10,5,39,39,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,23,24,26,11,10,10,10,10,10,10,126,42330,39,9,10,10,10,10,23,6,10,28,18,0.000000000000000,50,8,10,10,17,30,10,10,40,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,25719,50,20,10,10,10,11,10,10,10,12,10,10,10,10,12,10,10,10,10,47,10,10,10,10,10,10,10,29,29,31,10,10,10,10,10,10,10,10,10,97,0,106,50,20,10,10,11,12,10,10,10,10,12,10,47,39,10,10,9,10,10,10,29,10,10,0.000000000000000,39.899999999999999,0.000000000000000,42.066420664200002,814
815,26,163,545300,3,261635453003,Block Group 3,G5030,S,463716.000000000000000,0.000000000000000,+42.3615284,-083.2055855,G26016305453003,2890.621879809999882,463716.913134999980684,G26016305453003,2013-2017, , ,Michigan,26,Wayne County,163, , ,545300,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5453, Wayne County, Michigan",403,240,163,240,54,186,163,11,15,31,0,0,0,106,186,179,4,0,0,0,0,0,0,26,8,30,70,15,26,0,0,0,0,0,0,0,0,0,0,0,7,565,186,179,0,0,0,0,0,0,0,0,0,0,0,30,25,19,37,46,8,14,0,0,0,0,0,0,7,771,138200,186,3,15,19,27,7,19,8,6,75,7,34.899999999999999,54,7,16,0,8,0,8,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22500,54,31,0,0,0,0,8,0,0,8,0,15,0,0,0,0,0,0,0,23,0,0,9,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,643,894,436,54,31,0,8,0,0,0,0,0,7,16,0,23,0,7,0,0,9,0,0,7,0,0,42.100000000000001,50.000000000000000,27.500000000000000,"Block Group 3, Census Tract 5453, Wayne County, Michigan",76,68,62,68,30,65,62,18,24,35,10,10,10,54,65,63,6,10,10,10,10,10,10,35,11,31,40,11,34,10,10,10,10,10,10,10,10,10,10,10,10,23,65,63,10,10,10,10,10,10,10,10,10,10,10,31,29,31,35,37,12,16,10,10,10,10,10,10,10,49,47161,65,6,19,32,30,12,31,11,9,44,10,23.000000000000000,30,10,16,10,13,10,12,10,11,10,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,16990,30,24,10,10,10,10,11,10,10,13,10,17,10,10,10,10,10,10,10,19,10,10,12,10,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,370,346,333,30,24,10,13,10,10,10,10,10,12,17,10,19,10,11,10,10,12,10,10,10,10,10,25.500000000000000,0.000000000000000,15.000000000000000,40.446650124100003,815
816,26,163,545400,1,261635454001,Block Group 1,G5030,S,1305824.000000000000000,0.000000000000000,+42.3543678,-083.2066361,G26016305454001,4846.122585869999966,1305826.008519999915734,G26016305454001,2013-2017, , ,Michigan,26,Wayne County,163, , ,545400,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5454, Wayne County, Michigan",706,602,104,602,44,558,104,0,0,0,0,0,0,104,558,558,16,35,95,75,0,23,18,38,7,86,22,5,9,43,14,41,22,9,0,0,0,0,0,0,0,422,558,558,0,0,13,38,34,14,38,56,75,21,3,30,55,29,21,41,13,56,21,0,0,0,0,0,0,526,341000,558,11,38,66,40,84,59,44,75,123,18,32.600000000000001,44,0,9,8,6,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24200,44,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,40,0,0,0,0,5,0,7,28,0,0,0,0,0,0,0,0,0,0,0,436,0,429,44,4,0,0,0,0,0,0,0,0,4,0,40,14,8,0,0,5,0,6,7,0,0,20.000000000000000,0.000000000000000,13.800000000000001,"Block Group 1, Census Tract 5454, Wayne County, Michigan",51,62,51,62,25,61,51,10,10,10,10,10,10,51,61,61,21,36,49,81,10,24,27,29,12,76,26,8,13,33,22,35,23,14,10,10,10,10,10,10,10,157,61,61,10,10,13,31,30,15,32,50,80,17,6,23,71,25,19,35,15,40,24,10,10,10,10,10,10,199,58359,61,17,30,41,36,77,37,35,78,42,23,6.600000000000000,25,10,13,12,9,10,21,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,15940,25,8,10,10,10,10,10,10,10,8,10,10,10,10,10,10,10,10,10,26,10,10,10,10,9,10,12,25,10,10,10,10,10,10,10,10,10,10,10,52,0,50,25,8,10,10,10,10,10,10,10,10,8,10,26,20,12,10,10,9,10,9,12,10,10,31.000000000000000,0.000000000000000,28.100000000000001,14.730878187000000,816
817,26,163,545500,1,261635455001,Block Group 1,G5030,S,217278.000000000000000,0.000000000000000,+42.3484367,-083.1989405,G26016305455001,1885.150428129999909,217279.473781999986386,G26016305455001,2013-2017, , ,Michigan,26,Wayne County,163, , ,545500,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5455, Wayne County, Michigan",257,183,74,183,94,89,74,40,0,0,0,0,0,34,89,89,0,0,9,0,0,0,0,10,0,0,21,18,0,0,21,10,0,0,0,0,0,0,0,0,0,613,89,89,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,18,21,0,10,21,0,0,0,0,0,936,89500,89,0,0,9,18,10,0,0,0,31,21,28.500000000000000,94,0,0,10,9,21,0,15,20,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,37300,94,19,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,75,0,0,0,0,0,9,36,30,0,0,0,0,0,0,0,0,0,0,0,407,0,390,94,19,0,0,0,0,0,19,0,0,0,0,75,20,9,25,0,0,21,0,0,0,0,18.600000000000001,0.000000000000000,16.699999999999999,"Block Group 1, Census Tract 5455, Wayne County, Michigan",84,76,57,76,58,60,57,46,10,10,10,10,10,38,60,60,10,10,16,10,10,10,10,15,10,10,34,30,10,10,35,17,10,10,10,10,10,10,10,10,10,167,60,60,10,10,10,10,10,10,10,16,10,15,10,10,10,10,10,30,34,10,17,35,10,10,10,10,10,430,69988,60,10,10,16,30,15,10,10,10,37,35,59.600000000000001,58,10,10,16,15,32,10,22,30,10,10,10,10,30,10,10,10,10,10,10,10,10,10,10,10,10,10,14906,58,30,10,10,10,10,10,10,10,10,10,30,10,10,10,10,10,10,10,51,10,10,10,10,10,15,39,34,10,10,10,10,10,10,10,10,10,10,10,80,0,42,58,30,10,10,10,10,10,30,10,10,10,10,51,30,15,27,10,10,32,10,10,10,10,20.199999999999999,0.000000000000000,6.700000000000000,28.793774319099999,817
818,26,163,545500,2,261635455002,Block Group 2,G5030,S,214607.000000000000000,0.000000000000000,+42.3453970,-083.2006507,G26016305455002,2269.786765549999927,214606.288823999988381,G26016305455002,2013-2017, , ,Michigan,26,Wayne County,163, , ,545500,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5455, Wayne County, Michigan",372,310,62,310,79,231,62,0,0,0,17,0,0,45,231,188,0,0,0,0,0,33,33,22,0,0,47,0,0,20,0,33,0,0,0,0,0,0,0,0,43,556,231,188,0,0,0,0,0,0,0,56,0,10,0,9,12,38,0,10,37,16,0,0,0,0,0,0,43,709,128900,231,0,0,22,9,16,36,10,22,73,43,40.500000000000000,79,0,14,0,0,51,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27500,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,14,24,14,27,0,0,0,0,0,0,0,0,0,0,0,0,0,267,0,255,79,0,0,0,0,0,0,0,0,0,0,0,79,0,14,0,24,14,0,0,0,27,0,25.500000000000000,0.000000000000000,25.500000000000000,"Block Group 2, Census Tract 5455, Wayne County, Michigan",86,86,49,86,56,72,49,10,10,10,28,10,10,42,72,78,10,10,10,10,10,50,31,37,10,10,38,10,10,30,10,36,10,10,10,10,10,10,10,10,50,243,72,78,10,10,10,10,10,10,10,63,10,16,10,19,19,46,10,17,40,25,10,10,10,10,10,10,50,168,51415,72,10,10,19,19,26,39,17,37,70,50,21.399999999999999,56,10,21,10,10,53,10,10,22,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1692,56,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,56,10,10,21,34,22,42,10,10,10,10,10,10,10,10,10,10,10,10,10,72,0,82,56,10,10,10,10,10,10,10,10,10,10,10,56,10,21,10,34,22,10,10,10,42,10,27.399999999999999,0.000000000000000,28.100000000000001,16.666666666699999,818
819,26,163,545500,3,261635455003,Block Group 3,G5030,S,286762.000000000000000,0.000000000000000,+42.3474493,-083.2140840,G26016305455003,2555.933025389999784,286760.266140999970958,G26016305455003,2013-2017, , ,Michigan,26,Wayne County,163, , ,545500,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5455, Wayne County, Michigan",310,213,97,213,61,152,97,32,0,0,0,13,0,52,152,131,0,0,0,0,0,0,0,0,19,21,27,28,21,15,0,0,0,0,0,0,0,0,0,0,21,597,152,131,0,0,0,0,0,0,0,0,0,0,0,0,19,49,48,0,0,15,0,0,0,0,0,0,21,747,102400,152,0,0,0,34,21,27,40,9,0,21,31.899999999999999,61,7,12,0,30,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21900,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,12,0,0,16,0,7,26,0,0,0,0,0,0,0,0,0,0,436,0,436,61,0,0,0,0,0,0,0,0,0,0,0,61,7,24,14,0,16,0,0,0,0,0,14.900000000000000,0.000000000000000,14.900000000000000,"Block Group 3, Census Tract 5455, Wayne County, Michigan",88,77,64,77,42,68,64,37,10,10,10,23,10,48,68,66,10,10,10,10,10,10,10,10,30,33,44,34,30,21,10,10,10,10,10,10,10,10,10,10,34,59,68,66,10,10,10,10,10,10,10,10,10,10,10,10,30,46,56,10,10,21,10,10,10,10,10,10,34,37,52719,68,10,10,10,38,33,44,32,14,10,34,7.000000000000000,42,12,19,10,33,10,10,10,10,18,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5716,42,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,42,10,10,19,10,10,25,10,12,27,10,10,10,10,10,10,10,10,10,10,192,0,252,42,10,10,10,10,10,10,10,10,10,10,10,42,12,25,22,10,25,10,10,10,10,10,5.100000000000000,0.000000000000000,5.100000000000000,31.290322580600002,819
820,26,163,545500,4,261635455004,Block Group 4,G5030,S,200090.000000000000000,0.000000000000000,+42.3458256,-083.2104568,G26016305455004,1819.566289769999912,200089.257581000012578,G26016305455004,2013-2017, , ,Michigan,26,Wayne County,163, , ,545500,4, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5455, Wayne County, Michigan",465,332,133,332,151,181,133,16,0,16,0,0,0,101,181,133,0,0,0,0,0,0,0,0,10,28,19,6,9,20,20,21,0,0,0,0,0,0,0,0,48,669,181,133,0,0,0,0,0,0,0,0,0,0,0,10,6,0,13,15,6,83,0,0,0,0,0,0,48,1050,131000,181,0,10,15,21,0,0,0,13,68,54,50.000000000000000,151,10,0,31,19,26,14,9,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28000,151,38,0,0,0,0,0,0,0,22,0,16,0,0,0,0,0,0,0,113,0,0,0,13,0,0,11,71,18,0,0,0,0,0,0,0,0,0,0,473,886,446,151,38,0,0,0,8,7,0,0,0,23,0,113,19,48,18,0,0,0,0,0,18,10,16.000000000000000,50.000000000000000,13.400000000000000,"Block Group 4, Census Tract 5455, Wayne County, Michigan",90,88,59,88,59,93,59,26,10,25,10,10,10,51,93,70,10,10,10,10,10,10,10,10,16,38,23,12,15,32,33,34,10,10,10,10,10,10,10,10,56,174,93,70,10,10,10,10,10,10,10,10,10,10,10,16,12,10,21,20,12,65,10,10,10,10,10,10,56,125,74728,93,10,16,20,34,10,10,10,21,59,55,0.000000000000000,59,16,10,38,29,29,22,14,10,10,38,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8746,59,34,10,10,10,10,10,10,10,25,10,20,10,10,10,10,10,10,10,54,10,10,10,20,10,10,17,41,31,10,10,10,10,10,10,10,10,10,10,52,256,34,59,34,10,10,10,12,14,10,10,10,26,10,54,29,39,32,10,10,10,10,10,31,16,11.300000000000001,0.000000000000000,3.400000000000000,28.602150537600000,820
821,26,163,545500,5,261635455005,Block Group 5,G5030,S,207448.000000000000000,0.000000000000000,+42.3495220,-083.2060568,G26016305455005,2060.056446619999861,207448.208840000006603,G26016305455005,2013-2017, , ,Michigan,26,Wayne County,163, , ,545500,5, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 5, Census Tract 5455, Wayne County, Michigan",228,180,48,180,86,94,48,16,0,0,0,0,0,32,94,94,0,0,14,0,0,0,0,0,24,20,10,0,10,0,0,16,0,0,0,0,0,0,0,0,0,523,94,94,0,0,14,0,0,0,0,0,0,0,0,20,0,0,0,24,10,26,0,0,0,0,0,0,0,854,76200,94,0,0,20,38,0,0,16,0,20,0,23.600000000000001,86,0,0,0,34,13,0,0,0,0,10,0,0,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,86,39,0,0,0,0,0,20,0,0,0,9,10,0,0,0,0,0,0,47,0,0,13,0,0,0,21,13,0,0,0,0,0,0,0,0,0,0,0,469,0,375,86,39,0,0,0,0,9,0,0,20,10,0,47,0,13,0,13,21,0,0,0,0,0,27.800000000000001,45.299999999999997,24.000000000000000,"Block Group 5, Census Tract 5455, Wayne County, Michigan",81,81,44,81,59,63,44,26,10,10,10,10,10,36,63,63,10,10,21,10,10,10,10,10,36,32,15,10,17,10,10,26,10,10,10,10,10,10,10,10,10,111,63,63,10,10,21,10,10,10,10,10,10,10,10,32,10,10,10,36,15,32,10,10,10,10,10,10,10,270,54179,63,10,10,32,42,10,10,26,10,23,10,14.300000000000001,59,10,10,10,40,23,10,10,10,10,17,10,10,17,30,10,10,10,10,10,10,10,10,10,10,10,10,0,59,37,10,10,10,10,10,30,10,10,10,17,17,10,10,10,10,10,10,46,10,10,20,10,10,10,35,23,10,10,10,10,10,10,10,10,10,10,10,331,0,182,59,37,10,10,10,10,17,10,10,30,17,10,46,10,20,10,23,35,10,10,10,10,10,10.100000000000000,15.000000000000000,10.699999999999999,21.052631578900002,821
822,26,163,545500,6,261635455006,Block Group 6,G5030,S,192124.000000000000000,0.000000000000000,+42.3459130,-083.2059550,G26016305455006,1786.489858149999918,192125.481869999988703,G26016305455006,2013-2017, , ,Michigan,26,Wayne County,163, , ,545500,6, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 6, Census Tract 5455, Wayne County, Michigan",291,258,33,258,157,101,33,0,0,17,0,0,0,16,101,101,0,0,0,0,0,0,0,0,0,10,0,19,9,30,20,13,0,0,0,0,0,0,0,0,0,721,101,101,0,0,0,0,0,0,0,0,0,0,0,10,0,19,0,0,50,22,0,0,0,0,0,0,0,943,91500,101,0,0,0,0,0,0,30,0,52,19,50.000000000000000,157,0,41,50,0,34,0,0,0,0,0,0,23,0,9,0,0,0,0,0,0,0,0,0,0,0,0,18800,157,32,0,0,0,0,0,9,23,0,0,0,0,0,0,0,0,0,0,125,0,0,0,26,15,66,18,0,0,0,0,0,0,0,0,0,0,0,0,345,0,316,157,32,0,0,0,0,0,0,0,0,32,0,125,15,0,0,26,0,16,0,0,58,10,50.000000000000000,0.000000000000000,50.000000000000000,"Block Group 6, Census Tract 5455, Wayne County, Michigan",86,88,37,88,79,70,37,10,10,26,10,10,10,26,70,70,10,10,10,10,10,10,10,10,10,15,10,31,15,43,31,20,10,10,10,10,10,10,10,10,10,78,70,70,10,10,10,10,10,10,10,10,10,10,10,15,10,31,10,10,53,26,10,10,10,10,10,10,10,135,64295,70,10,10,10,10,10,10,43,10,44,31,0.000000000000000,79,10,40,62,10,33,10,10,10,10,10,10,37,10,13,10,10,10,10,10,10,10,10,10,10,10,10,11347,79,39,10,10,10,10,10,13,37,10,10,10,10,10,10,10,10,10,10,75,10,10,10,34,24,65,20,10,10,10,10,10,10,10,10,10,10,10,10,42,0,42,79,39,10,10,10,10,10,10,10,10,39,10,75,24,10,10,34,10,25,10,10,66,16,0.000000000000000,0.000000000000000,0.000000000000000,11.340206185600000,822
