FID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GISJOIN,Shape_Leng,Shape_Area,GISJOIN_1,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AH36E001,AH36E002,AH36E003,AH37E001,AH37E002,AH37E003,AH4HE001,AH4HE002,AH4HE003,AH4HE004,AH4HE005,AH4HE006,AH4HE007,AH4HE008,AH5JE001,AH5JE002,AH5JE003,AH5JE004,AH5JE005,AH5JE006,AH5JE007,AH5JE008,AH5JE009,AH5JE010,AH5JE011,AH5JE012,AH5JE013,AH5JE014,AH5JE015,AH5JE016,AH5JE017,AH5JE018,AH5JE019,AH5JE020,AH5JE021,AH5JE022,AH5JE023,AH5JE024,AH5JE025,AH5JE026,AH5JE027,AH5LE001,AH5QE001,AH5QE002,AH5QE003,AH5QE004,AH5QE005,AH5QE006,AH5QE007,AH5QE008,AH5QE009,AH5QE010,AH5QE011,AH5QE012,AH5QE013,AH5QE014,AH5QE015,AH5QE016,AH5QE017,AH5QE018,AH5QE019,AH5QE020,AH5QE021,AH5QE022,AH5QE023,AH5QE024,AH5QE025,AH5QE026,AH5QE027,AH5RE001,AH5SE001,AH5XE001,AH5XE002,AH5XE003,AH5XE004,AH5XE005,AH5XE006,AH5XE007,AH5XE008,AH5XE009,AH5XE010,AH5XE011,AH5YE001,AH51E001,AH51E002,AH51E003,AH51E004,AH51E005,AH51E006,AH51E007,AH51E008,AH51E009,AH51E010,AH51E011,AH51E012,AH51E013,AH51E014,AH51E015,AH51E016,AH51E017,AH51E018,AH51E019,AH51E020,AH51E021,AH51E022,AH51E023,AH51E024,AH51E025,AH51E026,AH51E027,AH53E001,NAME_M,AH36M001,AH36M002,AH36M003,AH37M001,AH37M002,AH37M003,AH4HM001,AH4HM002,AH4HM003,AH4HM004,AH4HM005,AH4HM006,AH4HM007,AH4HM008,AH5JM001,AH5JM002,AH5JM003,AH5JM004,AH5JM005,AH5JM006,AH5JM007,AH5JM008,AH5JM009,AH5JM010,AH5JM011,AH5JM012,AH5JM013,AH5JM014,AH5JM015,AH5JM016,AH5JM017,AH5JM018,AH5JM019,AH5JM020,AH5JM021,AH5JM022,AH5JM023,AH5JM024,AH5JM025,AH5JM026,AH5JM027,AH5LM001,AH5QM001,AH5QM002,AH5QM003,AH5QM004,AH5QM005,AH5QM006,AH5QM007,AH5QM008,AH5QM009,AH5QM010,AH5QM011,AH5QM012,AH5QM013,AH5QM014,AH5QM015,AH5QM016,AH5QM017,AH5QM018,AH5QM019,AH5QM020,AH5QM021,AH5QM022,AH5QM023,AH5QM024,AH5QM025,AH5QM026,AH5QM027,AH5RM001,AH5SM001,AH5XM001,AH5XM002,AH5XM003,AH5XM004,AH5XM005,AH5XM006,AH5XM007,AH5XM008,AH5XM009,AH5XM010,AH5XM011,AH5YM001,AH51M001,AH51M002,AH51M003,AH51M004,AH51M005,AH51M006,AH51M007,AH51M008,AH51M009,AH51M010,AH51M011,AH51M012,AH51M013,AH51M014,AH51M015,AH51M016,AH51M017,AH51M018,AH51M019,AH51M020,AH51M021,AH51M022,AH51M023,AH51M024,AH51M025,AH51M026,AH51M027,AH53M001
490,26,163,533100,1,2.61635E+11,Block Group 1,G5030,S,244784,0,42.3729205,-83.0991295,G26016305331001,2101.787146,244783.266,G26016305331001,2013-2017, , ,Michigan,26,Wayne County,163, , ,533100,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5331, Wayne County, Michigan",460,283,177,283,81,202,177,10,0,0,0,0,0,167,202,196,0,21,0,0,0,10,0,15,38,45,0,52,9,6,0,0,0,0,0,0,0,0,0,0,6,516,202,196,0,0,0,6,15,0,0,0,0,20,29,28,22,19,0,5,37,15,0,0,0,0,0,0,6,650,134600,202,17,15,0,5,0,0,30,15,108,12,50,81,6,0,0,0,0,5,5,11,5,26,4,12,0,0,0,0,7,0,0,0,0,0,0,0,0,0,63300,"Block Group 1, Census Tract 5331, Wayne County, Michigan",90,72,71,72,38,73,71,17,10,10,10,10,10,70,73,72,10,27,10,10,10,17,10,24,42,35,10,38,9,9,10,10,10,10,10,10,10,10,10,10,11,40,73,72,10,10,10,9,24,10,10,10,10,23,30,33,24,23,10,8,36,21,10,10,10,10,10,10,11,77,54405,73,16,21,10,7,10,10,35,18,60,13,0,38,9,10,10,10,10,8,7,22,8,27,7,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13229
491,26,163,533100,2,2.61635E+11,Block Group 2,G5030,S,170618,0,42.3718094,-83.1023537,G26016305331002,1905.763839,170617.5386,G26016305331002,2013-2017, , ,Michigan,26,Wayne County,163, , ,533100,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5331, Wayne County, Michigan",421,223,198,223,103,120,198,37,0,0,12,0,0,149,120,115,0,0,11,0,0,28,3,12,14,12,6,14,15,0,0,0,0,0,0,0,0,0,0,0,5,463,120,115,0,0,0,11,0,14,5,12,0,14,0,0,0,20,0,24,15,0,0,0,0,0,0,0,5,704,69900,120,6,0,0,9,14,11,23,0,37,20,37.2,103,0,0,0,0,6,0,5,0,57,8,10,0,0,5,6,0,0,6,0,0,0,0,0,0,0,0,57100,"Block Group 2, Census Tract 5331, Wayne County, Michigan",89,67,71,67,40,52,71,39,10,10,20,10,10,58,52,51,10,10,11,10,10,24,6,14,22,19,9,21,20,10,10,10,10,10,10,10,10,10,10,10,9,108,52,51,10,10,10,11,10,23,9,14,10,22,10,10,10,23,10,23,20,10,10,10,10,10,10,10,9,400,35062,52,10,10,10,10,23,11,26,10,30,22,16,40,10,10,10,10,9,10,8,10,41,10,14,10,10,8,9,10,10,10,10,10,10,10,10,10,10,10,3748
492,26,163,533100,3,2.61635E+11,Block Group 3,G5030,S,194841,0,42.3706832,-83.1050808,G26016305331003,1978.547788,194840.4081,G26016305331003,2013-2017, , ,Michigan,26,Wayne County,163, , ,533100,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5331, Wayne County, Michigan",322,159,163,159,68,91,163,0,0,12,0,0,0,151,91,91,0,0,0,0,0,20,0,12,16,27,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,492,91,91,0,0,0,0,0,0,0,0,20,16,5,0,0,0,34,16,0,0,0,0,0,0,0,0,0,757,61700,91,20,0,0,0,5,0,7,0,23,36,36.8,68,0,22,11,5,0,0,6,0,7,0,0,0,5,6,0,0,6,0,0,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 5331, Wayne County, Michigan",83,64,60,64,42,49,60,10,10,19,10,10,10,61,49,49,10,10,10,10,10,27,10,14,24,33,10,26,10,10,10,10,10,10,10,10,10,10,10,10,10,76,49,49,10,10,10,10,10,10,10,10,27,24,9,10,10,10,32,26,10,10,10,10,10,10,10,10,10,358,35492,49,27,10,10,10,9,10,13,10,29,36,44.5,42,10,35,17,8,10,10,8,10,10,10,10,10,7,8,10,10,8,10,10,10,10,10,10,10,10,10,0
493,26,163,533200,1,2.61635E+11,Block Group 1,G5030,S,194758,0,42.3688046,-83.1108942,G26016305332001,2056.27002,194758.1672,G26016305332001,2013-2017, , ,Michigan,26,Wayne County,163, , ,533200,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5332, Wayne County, Michigan",269,102,167,102,72,30,167,0,0,0,42,0,0,125,30,13,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,17,0,30,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,17,0,0,30,0,0,0,0,0,4,0,0,9,17,0,72,6,18,5,0,5,6,0,7,0,0,0,0,7,0,0,0,0,0,0,18,0,0,0,0,0,0,0,"Block Group 1, Census Tract 5332, Wayne County, Michigan",67,39,62,39,35,22,62,10,10,10,37,10,10,59,22,14,10,10,10,10,10,10,10,10,10,10,10,5,11,10,10,10,10,10,10,10,10,10,10,10,26,0,22,14,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,10,10,10,11,10,10,10,10,10,26,0,0,22,10,10,10,10,10,5,10,10,11,26,0,35,9,28,8,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,15,10,10,10,10,10,10,0
494,26,163,533200,2,2.61635E+11,Block Group 2,G5030,S,232694,0,42.3676689,-83.1138949,G26016305332002,2147.995838,232693.3709,G26016305332002,2013-2017, , ,Michigan,26,Wayne County,163, , ,533200,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5332, Wayne County, Michigan",568,192,376,192,100,92,376,0,0,26,0,0,0,350,92,86,0,0,0,0,0,0,5,20,35,6,0,0,0,0,11,0,0,9,0,0,0,0,0,0,6,476,92,86,0,0,0,0,0,0,0,0,0,14,18,0,0,0,34,0,0,5,15,0,0,0,0,0,6,766,69800,92,5,0,17,0,0,6,9,0,35,20,39.4,100,12,0,24,0,0,16,6,0,0,7,0,0,0,5,0,0,25,0,5,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 5332, Wayne County, Michigan",82,64,92,64,49,40,92,10,10,31,10,10,10,96,40,39,10,10,10,10,10,10,7,24,28,9,10,10,10,10,13,10,10,12,10,10,10,10,10,10,8,26,40,39,10,10,10,10,10,10,10,10,10,23,27,10,10,10,30,10,10,8,16,10,10,10,10,10,8,184,31808,40,7,10,28,10,10,9,12,10,31,25,45.6,49,13,10,28,10,10,26,9,10,10,12,10,10,10,8,10,10,26,10,8,10,10,10,10,10,10,10,0
495,26,163,533200,3,2.61635E+11,Block Group 3,G5030,S,198899,0,42.3698394,-83.1081226,G26016305332003,2058.181225,198899.1328,G26016305332003,2013-2017, , ,Michigan,26,Wayne County,163, , ,533200,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5332, Wayne County, Michigan",297,120,177,120,87,33,177,0,0,13,13,0,0,151,33,33,0,0,0,0,0,0,0,17,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,16,0,0,0,0,0,0,0,0,33,0,0,0,0,17,0,0,0,0,16,0,87,7,0,12,0,33,0,0,6,23,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,28700,"Block Group 3, Census Tract 5332, Wayne County, Michigan",71,36,67,36,27,30,67,10,10,21,20,10,10,65,30,30,10,10,10,10,10,10,10,20,10,10,10,10,10,27,10,10,10,10,10,10,10,10,10,10,10,0,30,30,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,10,27,10,10,10,10,10,10,0,0,30,10,10,10,10,20,10,10,10,10,27,0,27,10,10,13,10,27,10,10,9,30,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,26068
496,26,163,533300,1,2.61635E+11,Block Group 1,G5030,S,223109,0,42.3633028,-83.103738,G26016305333001,2244.637887,223110.7776,G26016305333001,2013-2017, , ,Michigan,26,Wayne County,163, , ,533300,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5333, Wayne County, Michigan",371,116,255,116,96,20,255,8,0,0,0,0,0,247,20,20,0,0,0,11,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,11,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,20,0,0,96,34,11,0,0,0,0,0,0,0,0,30,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 5333, Wayne County, Michigan",65,48,64,48,42,23,64,14,10,10,10,10,10,63,23,23,10,10,10,18,10,10,10,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,23,23,10,10,10,10,10,10,10,10,10,10,10,10,13,10,10,10,18,10,10,10,10,10,10,10,10,0,0,23,10,10,10,10,10,10,10,10,23,10,0,42,30,16,10,10,10,10,10,10,10,10,35,18,13,10,10,10,10,10,10,10,10,10,10,10,10,10,0
497,26,163,533300,2,2.61635E+11,Block Group 2,G5030,S,467124,0,42.3616648,-83.1081489,G26016305333002,2802.046487,467123.1869,G26016305333002,2013-2017, , ,Michigan,26,Wayne County,163, , ,533300,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5333, Wayne County, Michigan",762,297,465,297,144,153,465,9,9,9,9,8,0,421,153,131,0,0,0,4,0,40,10,6,20,22,20,9,0,0,0,0,0,0,0,0,0,0,0,0,22,464,153,131,0,0,0,0,0,0,0,0,0,6,4,0,19,16,6,12,22,19,27,0,0,0,0,0,22,911,121700,153,0,0,0,6,0,9,18,13,85,22,50,144,0,12,11,8,11,44,17,5,9,0,5,6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,33400,"Block Group 2, Census Tract 5333, Wayne County, Michigan",66,64,73,64,51,53,73,14,14,14,15,13,10,70,53,46,10,10,10,9,10,36,13,10,19,25,20,13,10,10,10,10,10,10,10,10,10,10,10,10,26,129,53,46,10,10,10,10,10,10,10,10,10,10,7,10,21,18,10,13,28,20,29,10,10,10,10,10,26,198,47574,53,10,10,10,10,10,13,27,17,38,26,0,51,10,21,16,12,17,36,17,7,13,10,10,8,10,17,10,10,10,10,10,10,10,10,10,10,10,10,3373
498,26,163,533400,1,2.61635E+11,Block Group 1,G5030,S,209459,0,42.3658721,-83.119752,G26016305334001,2302.867166,209457.7658,G26016305334001,2013-2017, , ,Michigan,26,Wayne County,163, , ,533400,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5334, Wayne County, Michigan",453,208,245,208,82,126,245,0,0,20,0,0,0,225,126,126,0,0,0,0,0,35,0,40,11,0,27,13,0,0,0,0,0,0,0,0,0,0,0,0,0,435,126,126,0,0,0,0,0,0,0,26,0,35,0,0,14,0,0,0,11,40,0,0,0,0,0,0,0,657,91400,126,0,0,0,0,14,0,0,0,112,0,50,82,18,0,0,10,11,12,22,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30800,"Block Group 1, Census Tract 5334, Wayne County, Michigan",115,93,101,93,52,87,101,10,10,32,10,10,10,98,87,87,10,10,10,10,10,46,10,46,18,10,45,21,10,10,10,10,10,10,10,10,10,10,10,10,10,122,87,87,10,10,10,10,10,10,10,41,10,46,10,10,19,10,10,10,18,50,10,10,10,10,10,10,10,515,66245,87,10,10,10,10,19,10,10,10,83,10,0,52,28,10,10,17,23,20,25,18,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12616
499,26,163,533400,2,2.61635E+11,Block Group 2,G5030,S,375017,0,42.3597063,-83.1143176,G26016305334002,2978.567883,375019.2321,G26016305334002,2013-2017, , ,Michigan,26,Wayne County,163, , ,533400,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5334, Wayne County, Michigan",352,194,158,194,165,29,158,0,0,0,0,0,0,158,29,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,29,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,29,0,0,0,0,0,1,0,0,0,28,0,165,0,32,11,83,7,0,0,0,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22400,"Block Group 2, Census Tract 5334, Wayne County, Michigan",86,60,76,60,58,44,76,10,10,10,10,10,10,76,44,15,10,10,10,10,10,10,10,15,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,47,0,44,15,10,10,10,10,10,10,10,10,10,15,10,10,10,10,10,10,10,10,10,10,10,10,10,10,47,0,0,44,10,10,10,10,10,15,10,10,10,47,0,58,10,27,17,50,12,10,10,10,20,30,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1737
500,26,163,533400,3,2.61635E+11,Block Group 3,G5030,S,126420,0,42.3673218,-83.1171554,G26016305334003,1618.638031,126421.2667,G26016305334003,2013-2017, , ,Michigan,26,Wayne County,163, , ,533400,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5334, Wayne County, Michigan",405,184,221,184,103,81,221,0,0,0,0,0,0,221,81,36,0,0,0,0,0,0,0,13,12,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,45,471,81,36,0,0,0,0,0,0,0,0,0,0,0,0,12,11,0,13,0,0,0,0,0,0,0,0,45,727,27000,81,12,0,0,13,0,0,0,0,11,45,22.3,103,0,46,0,32,13,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20900,"Block Group 3, Census Tract 5334, Wayne County, Michigan",109,84,95,84,59,60,95,10,10,10,10,10,10,95,60,35,10,10,10,10,10,10,10,23,19,10,10,16,10,10,10,10,10,10,10,10,10,10,10,10,59,115,60,35,10,10,10,10,10,10,10,10,10,10,10,10,19,16,10,23,10,10,10,10,10,10,10,10,59,135,26843,60,19,10,10,23,10,10,10,10,16,59,29,59,10,49,10,34,20,10,10,19,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11395
501,26,163,533400,4,2.61635E+11,Block Group 4,G5030,S,389355,0,42.3644318,-83.1248221,G26016305334004,2616.168297,389353.8383,G26016305334004,2013-2017, , ,Michigan,26,Wayne County,163, , ,533400,4, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5334, Wayne County, Michigan",358,206,152,206,122,84,152,21,0,0,0,0,0,131,84,84,0,0,0,0,0,31,0,0,0,11,26,14,0,2,0,0,0,0,0,0,0,0,0,0,0,550,84,84,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,13,14,26,0,0,0,0,0,0,0,885,66100,84,0,0,11,0,0,0,0,0,73,0,50,122,23,0,0,0,12,37,0,22,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33500,"Block Group 4, Census Tract 5334, Wayne County, Michigan",91,76,87,76,62,64,87,34,10,10,10,10,10,79,64,64,10,10,10,10,10,45,10,10,10,19,41,28,10,8,10,10,10,10,10,10,10,10,10,10,10,268,64,64,10,10,10,10,10,10,10,10,45,10,10,10,10,10,10,17,28,41,10,10,10,10,10,10,10,530,50474,64,10,10,19,10,10,10,10,10,64,10,0,62,23,10,10,10,20,45,10,25,10,10,10,42,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12171
502,26,163,533400,5,2.61635E+11,Block Group 5,G5030,S,134142,0,42.3629057,-83.1167335,G26016305334005,1829.567137,134141.9825,G26016305334005,2013-2017, , ,Michigan,26,Wayne County,163, , ,533400,5, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 5, Census Tract 5334, Wayne County, Michigan",272,145,127,145,58,87,127,0,0,0,0,0,0,127,87,60,0,0,0,28,0,0,0,12,0,0,17,0,0,0,0,0,3,0,0,0,0,0,0,0,27,408,87,60,0,0,0,0,0,28,0,0,0,0,12,15,0,0,0,2,0,3,0,0,0,0,0,0,27,558,29900,87,0,0,0,12,3,2,0,0,43,27,50,58,0,10,0,0,12,0,0,25,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42800,"Block Group 5, Census Tract 5334, Wayne County, Michigan",96,70,73,70,48,65,73,10,10,10,10,10,10,73,65,49,10,10,10,34,10,10,10,18,10,10,28,10,10,10,10,10,14,10,10,10,10,10,10,10,42,406,65,49,10,10,10,10,10,34,10,10,10,10,18,25,10,10,10,8,10,14,10,10,10,10,10,10,42,471,29293,65,10,10,10,18,14,8,10,10,42,42,0,48,10,16,10,10,19,10,10,38,19,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,21268
503,26,163,533500,1,2.61635E+11,Block Group 1,G5030,S,233872,0,42.3640238,-83.1344658,G26016305335001,2257.153453,233869.1228,G26016305335001,2013-2017, , ,Michigan,26,Wayne County,163, , ,533500,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5335, Wayne County, Michigan",367,212,155,212,128,84,155,11,0,11,0,12,0,121,84,61,0,0,0,0,10,0,0,17,3,0,2,18,4,7,0,0,0,0,0,0,0,0,0,0,23,563,84,61,0,0,0,0,0,0,0,0,12,0,2,0,13,11,4,7,5,7,0,0,0,0,0,0,23,716,44800,84,0,0,0,0,19,5,0,0,37,23,50,128,0,6,9,14,18,10,7,5,11,22,0,16,0,0,0,6,0,4,0,0,0,0,0,0,0,0,40000,"Block Group 1, Census Tract 5335, Wayne County, Michigan",52,50,53,50,35,41,53,17,10,18,10,19,10,48,41,35,10,10,10,10,15,10,10,22,5,10,5,15,6,11,10,10,10,10,10,10,10,10,10,10,20,241,41,35,10,10,10,10,10,10,10,10,19,10,5,10,16,14,6,12,9,11,10,10,10,10,10,10,20,90,24428,41,10,10,10,10,23,6,10,10,25,20,0,35,10,9,9,17,18,14,11,8,16,21,10,19,10,10,10,9,10,7,10,10,10,10,10,10,10,10,26851
504,26,163,533500,2,2.61635E+11,Block Group 2,G5030,S,238867,0,42.3609696,-83.1280808,G26016305335002,2446.169621,238866.1965,G26016305335002,2013-2017, , ,Michigan,26,Wayne County,163, , ,533500,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5335, Wayne County, Michigan",429,202,227,202,58,144,227,8,11,0,0,10,0,198,144,100,0,0,0,0,0,0,11,25,26,19,5,0,9,5,0,0,0,0,0,0,0,0,0,0,44,477,144,100,0,0,0,0,0,0,0,0,0,0,0,22,0,4,13,19,9,28,0,5,0,0,0,0,44,858,90500,144,5,0,13,16,0,5,4,9,48,44,47.8,58,25,0,4,4,9,0,0,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 5335, Wayne County, Michigan",55,46,54,46,27,42,54,12,18,10,10,17,10,49,42,37,10,10,10,10,10,10,12,27,24,19,9,10,14,8,10,10,10,10,10,10,10,10,10,10,27,34,42,37,10,10,10,10,10,10,10,10,10,10,10,24,10,6,20,17,14,22,10,8,10,10,10,10,27,127,34096,42,9,10,20,18,10,8,6,14,32,27,23.2,27,24,10,6,7,13,10,10,14,10,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0
505,26,163,533600,1,2.61635E+11,Block Group 1,G5030,S,207312,0,42.357643,-83.1261583,G26016305336001,1838.369954,207311.0931,G26016305336001,2013-2017, , ,Michigan,26,Wayne County,163, , ,533600,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5336, Wayne County, Michigan",318,133,185,133,80,53,185,10,0,0,0,0,0,175,53,37,0,0,0,0,0,0,0,0,0,0,21,10,6,0,0,0,0,0,0,0,0,0,0,0,16,594,53,37,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,6,0,10,0,0,0,0,0,16,0,32500,53,0,0,10,0,0,21,6,0,0,16,32,80,0,8,8,16,28,0,0,0,3,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26400,"Block Group 1, Census Tract 5336, Wayne County, Michigan",66,51,51,51,36,41,51,17,10,10,10,10,10,49,41,38,10,10,10,10,10,10,10,10,10,10,32,16,12,10,10,10,10,10,10,10,10,10,10,10,21,60,41,38,10,10,10,10,10,10,10,10,10,10,10,10,32,10,10,10,12,10,16,10,10,10,10,10,21,0,30982,41,10,10,16,10,10,32,12,10,10,21,13.4,36,10,13,12,16,23,10,10,10,6,17,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3162
506,26,163,533600,2,2.61635E+11,Block Group 2,G5030,S,253168,0,42.3541689,-83.1235581,G26016305336002,1976.228445,253168.4277,G26016305336002,2013-2017, , ,Michigan,26,Wayne County,163, , ,533600,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5336, Wayne County, Michigan",558,235,323,235,133,102,323,0,0,0,0,0,0,323,102,102,14,0,0,0,0,12,0,12,0,6,0,22,0,8,0,28,0,0,0,0,0,0,0,0,0,616,102,102,14,0,0,0,0,0,0,0,12,0,0,12,0,0,6,0,28,30,0,0,0,0,0,0,0,925,76700,102,0,0,8,40,0,0,0,6,34,14,24.5,133,36,19,19,29,15,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,"Block Group 2, Census Tract 5336, Wayne County, Michigan",65,69,66,69,45,58,66,10,10,10,10,10,10,66,58,58,23,10,10,10,10,19,10,19,10,9,10,34,10,12,10,39,10,10,10,10,10,10,10,10,10,231,58,58,23,10,10,10,10,10,10,10,19,10,10,19,10,10,9,10,39,34,10,10,10,10,10,10,10,368,50030,58,10,10,12,44,10,10,10,9,28,23,50.4,45,19,20,16,24,16,10,10,10,10,10,12,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,5247
507,26,163,533600,3,2.61635E+11,Block Group 3,G5030,S,430254,0,42.3570382,-83.118485,G26016305336003,2950.275286,430253.9199,G26016305336003,2013-2017, , ,Michigan,26,Wayne County,163, , ,533600,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5336, Wayne County, Michigan",641,288,353,288,131,157,353,0,11,0,0,0,0,342,157,131,0,0,0,13,0,6,0,16,25,52,12,0,0,7,0,0,0,0,0,0,0,0,0,0,26,505,157,131,0,0,0,0,0,0,6,0,0,13,27,0,23,18,0,25,0,7,12,0,0,0,0,0,26,692,97200,157,0,27,13,12,0,0,14,13,52,26,39.8,131,5,16,29,12,24,0,0,4,7,5,22,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,25700,"Block Group 3, Census Tract 5336, Wayne County, Michigan",73,60,68,60,45,49,68,10,16,10,10,10,10,65,49,47,10,10,10,19,10,8,10,25,30,39,19,10,10,12,10,10,10,10,10,10,10,10,10,10,23,35,49,47,10,10,10,10,10,10,8,10,10,19,28,10,26,28,10,29,10,12,19,10,10,10,10,10,23,116,39974,49,10,28,19,19,10,10,24,15,42,23,27.7,45,8,27,25,14,19,10,10,9,10,10,24,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,7276
508,26,163,533700,1,2.61635E+11,Block Group 1,G5030,S,546772,0,42.3550576,-83.1326831,G26016305337001,3494.683944,546771.5897,G26016305337001,2013-2017, , ,Michigan,26,Wayne County,163, , ,533700,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5337, Wayne County, Michigan",467,315,152,315,114,201,152,0,0,0,0,0,0,152,201,186,0,0,0,0,15,0,45,0,19,42,25,16,11,0,0,0,0,0,13,0,0,0,0,0,15,517,201,186,0,0,0,0,0,0,0,15,0,0,45,20,34,0,16,27,10,6,0,13,0,0,0,0,15,669,142900,201,0,19,0,29,26,25,19,0,62,21,33.2,114,32,0,5,34,10,0,0,5,8,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,22900,"Block Group 1, Census Tract 5337, Wayne County, Michigan",63,65,53,65,47,68,53,10,10,10,10,10,10,53,68,65,10,10,10,10,23,10,48,10,24,39,18,24,17,10,10,10,10,10,20,10,10,10,10,10,25,54,68,65,10,10,10,10,10,10,10,23,10,10,48,24,31,10,26,29,15,11,10,20,10,10,10,10,25,92,53893,68,10,24,10,33,29,39,17,10,44,27,7.3,47,30,10,7,38,11,10,10,7,11,11,10,10,8,10,10,10,10,10,10,10,10,10,10,10,10,8,3213
